ID_REF,pancreatic cancer saliva-1,pancreatic cancer saliva-2,pancreatic cancer saliva-3,pancreatic cancer saliva-4,pancreatic cancer saliva-5,pancreatic cancer saliva-6,pancreatic cancer saliva-7,pancreatic cancer saliva-8,pancreatic cancer saliva-9,pancreatic cancer saliva-10,pancreatic cancer saliva-11,pancreatic cancer saliva-12,Healthy control saliva-1,Healthy control saliva-2,Healthy control saliva-3,Healthy control saliva-4,Healthy control saliva-5,Healthy control saliva-6,Healthy control saliva-7,Healthy control saliva-8,Healthy control saliva-9,Healthy control saliva-10,Healthy control saliva-11,Healthy control saliva-12
1557601_s_at,0,2.2,40.64,0,1.9,0,0.2,0.24,0.92,0.72,2.63,0.12,0.79,0.01,1.91,1.31,0,0.02,1.5,0,28.06,1.33,0.01,1.03
1557602_at,1.15,3.7,1.34,0.04,0,0,0,0.01,0.04,1.8,0,0,0.12,0,10.15,3.27,2.31,2.6,0,1.61,3.09,0,0,0
1557604_at,0,0,0.01,0.79,3.49,0,0,0,0,0,0.01,0.87,0,0,0,0,4.84,6.05,5.78,0.01,0,0,1.99,3.74
1557605_a_at,184.43,165.46,123.88,175.61,216.71,82.09,43.6,114.02,181,102.61,83.53,14.74,216.69,171.73,170.16,127.17,51.78,135.52,109.98,179.73,157.72,34.2,1001.63,154.49
1557606_at,2.74,0,0,0,1.91,0.56,1.19,5.22,2.35,0.68,1.29,0,3.1,0,0,0,2.31,2.54,0.73,1.66,0.56,0,0.97,0.47
1557607_at,0,0,0.89,3.24,0.59,0,1.65,0,1.09,2,1.12,3.32,0,6.47,0,0,1.07,0,0,3.91,0,1.14,2.88,0
1557608_a_at,0.1,0.02,0,3.53,1.29,0.35,1.56,3.4,0,0,3.59,0,3.12,0.98,1.95,2.82,0,3.67,2.12,3.27,0,1.4,0.84,0
1557609_s_at,0,3.7,5.64,2.75,6.19,0.44,1.58,0,2.42,0.76,0.38,1.4,0,0.01,4.96,3.3,0,0,3.7,0,0.86,0,5.04,0.02
1557610_at,1.59,3.03,0,2.79,0,0.03,0,4.13,1.74,2.08,0,2.23,0.01,0.01,0.67,0,0,0,0,0.78,5.66,1.98,1.43,0.25
1557611_at,0,2.65,0.59,1.04,0,0.01,17.96,0,1.86,1,2.34,2.61,2.92,3.1,0.7,3.28,0.31,2.64,7.1,0,0,0.37,0,0.83
1557613_at,773.31,890.15,348.91,878.33,763.31,356.36,334.89,346.61,315.86,334.23,374.07,384.25,639.4,758.47,430.92,422.79,340.33,427.99,367.64,378.18,422.63,558.94,342.12,442.57
1557615_a_at,3.71,4.29,3.28,7.08,0,2.14,5.48,7.58,3.4,0.48,6.05,1.04,3.7,5.12,3.52,8.05,0,3.13,2.87,1.31,3.22,2.72,0.59,9.35
1557616_at,5.56,1.62,0.89,4.37,1.56,6.4,2.41,0.06,1.92,2.73,4.33,1.44,0,1.81,1.48,0.37,2.89,2.86,3.23,0,2.36,4.05,1.39,3.64
1557617_at,6.65,0.09,0.15,5.75,2.6,0,2.03,1.56,1.64,3.43,4.01,4.15,5.59,12.17,0.55,0,2.96,4.65,0.24,2.5,0.72,4.76,2.41,5
1557618_at,4.21,5.33,3.29,6.62,1.97,7.12,2.1,0.63,1.57,2.26,2.8,8.78,4.01,5.72,6.02,1.73,0,8.03,0.01,0.74,0.49,3.87,5.8,4.75
1557620_a_at,5.11,0,0.16,3.79,4.71,0.91,0,2.42,1.55,0.69,3.49,1.84,3.65,5.27,4.95,0,2.09,2.05,0.31,0,2.44,3.85,5.68,1.32
1557621_at,0.78,0.83,0,2.51,0,0.01,0,5.53,6.2,0,0.23,0,2.05,0,0.96,4.88,3.37,0,0,0,0.2,1.84,0.49,0.35
1557623_at,3.64,1.25,0.04,0.41,0.35,5.36,1.5,2.07,0,2.78,4.19,4.65,0.94,0.8,4.29,0,4.59,3.76,0.5,1.11,0.57,2.2,0,3.98
1557624_at,0,0,0,0,0,0,0,0,2.71,1.19,0.47,2.24,0.11,1,1.82,0,0,0,8.56,1.33,2.7,0,3.27,0.18
1557626_at,24.59,40.67,4.69,26.75,6.92,36.66,19.76,0.3,4.67,15.78,10.77,26.52,28.88,8.52,32.09,54.76,17.24,10.63,25.74,29.05,1.41,41.12,13.64,7.42
1557627_at,0,0.21,0,0.15,0.74,0,0,0,0.02,1.18,0,0.26,0.54,2.25,0.57,0,2.56,1.52,0.21,0,0,0.66,1.03,0.32
1557628_s_at,2.27,3.64,0,4,0,0.24,4.17,0,1.37,0,3.87,0,1.69,0,3.74,0,0,3.42,0,3.56,0,1.02,0,4.15
1557630_s_at,4.45,0,0,3.17,0.95,0,0,2.52,0,0,0.07,2.1,0,1.74,0,8.2,6.18,0.01,0.91,5.7,0,0,0,3.25
1557631_at,401.87,190.5,249.75,240.46,239.65,169.77,223.58,225.9,159.61,277.28,328.94,177.36,215.88,328,253.34,230.88,232.86,255.26,243.2,222.51,126.01,293.9,184.26,308.96
1557632_at,133.97,150.18,161.26,119.14,254.21,65.19,30.89,58.87,0.63,229.07,185.4,250.72,129.69,206.64,111.67,46.18,3.63,120.78,3.76,0,3046.47,17.17,3.35,94.67
1557633_at,1.73,2.26,0.18,1.33,2.51,0,1.46,0.19,0.92,5.94,0,2.52,0,0.17,0.88,6.73,1.18,5.73,0,9.16,0.28,0,0,0.99
1557636_a_at,2.19,0,3.49,2.13,0,2.97,0.24,3.05,3.33,2.85,1.96,0,0.37,1.85,0,0,0,0,0.17,1.56,0,0.43,0.01,0
1557637_at,0.06,3.2,1.69,1.84,0.41,0.57,0.98,2.9,0,4.48,1.85,25.95,1.59,0.61,2.29,33.67,3.22,0.87,3.78,0,0,2.36,1.34,2.69
1557638_at,404.89,522.33,306.04,474.2,520.19,259.73,235.38,262.12,224.98,186.83,330.61,239.94,351.03,230.79,419.06,164.7,259.31,165.59,254.39,105.14,282.66,48.41,240.05,222.2
1557639_at,1.84,6.39,2.36,4.24,2.3,4.49,0.71,0.01,0.01,2.22,6.26,2.33,2.5,5.94,4.87,1.73,0.01,6.59,6.35,4.45,0.59,2.89,4.16,3.38
1557641_at,0,3.08,1.76,2.54,3.73,0.01,0.74,0.01,1.08,0.4,0.03,0.3,7.58,5.39,5.62,2.18,1.28,0.01,2.18,4.11,4.09,1.39,0.01,2.63
1557642_at,0,0,1.95,4.5,0.28,0.91,0,1.44,1.87,0,3.18,0,4.7,0,0,0,5.18,0.96,0.42,0,2.08,0.74,5.9,0
1557644_at,0.01,1.76,10.15,5.53,1.31,2.78,5.31,35.57,3.22,6.13,7.84,4.5,1.58,3.76,3.78,2.59,27.72,5.56,8.3,0.77,15.81,3.76,2.05,3.21
1557645_at,1.2,4.98,0.02,2.3,1.05,1.73,2.83,0.02,0,3.12,5.48,0.87,0,0,5.29,0.61,2.04,1.44,0,0,3.39,0.62,0.4,3
1557646_at,5.04,7.24,205.33,5.64,2.59,183.15,124.98,108.42,0,7.03,17.42,21.99,3.29,25.71,2.26,35.26,89.71,13.2,120.14,16.46,74.38,2.67,125.42,2.49
1557647_a_at,3.75,4.5,0.05,0,3,0,0,2.1,0,4.58,3.39,4.83,6.18,1.04,3.6,3.47,1.05,0,3.64,4.82,0,0.04,1.13,0
1557649_at,1.44,0.69,2.03,1.55,1.91,0,0.02,0.01,19.62,2.16,0,0,0,0,1.2,3.23,2.89,0.83,0,0,1.36,0.46,1.09,0.71
1557651_x_at,5.01,0,0,0.01,0,0.1,4.74,0,0.56,0,0,4.45,6.67,0,0.45,1.21,2.17,2.4,1.15,10,0,0.85,2.85,0
1557652_a_at,16.97,9.54,56.95,11.98,7.34,16.57,87.5,29.7,86.99,18.53,20.19,6.92,4.48,9.13,9.18,15.23,167.15,6.43,0.81,38.38,2.7,4.75,3.49,6.7
1557656_at,2.83,0,0,0,0.01,0,0,2.5,3.91,0.83,1.39,0,3.44,4.58,0,0,2.53,0,0,0.01,0.02,0,0,2.01
1557657_a_at,9.21,11.72,0.22,1.47,12.24,0.83,5.58,1.88,15.13,3,1.66,0.16,43.55,1.05,1.26,0,1.08,3.2,0,0,0.05,4.32,1.07,3.09
1557658_at,2.68,1.34,0.01,0.67,1.43,3.02,2.18,3.21,1.08,3.82,1.14,2.64,0,0.39,1.99,0,0,2.39,0,2.45,0.03,0,5.84,0.61
1557659_a_at,3.04,5.94,0.78,3.38,7.15,0,0,0.01,7.34,4.1,4.85,3.02,0.01,5.85,4.48,2.12,5.9,4.26,0,0.29,0,4.54,0.26,0.58
1557660_s_at,3.28,3.29,0.97,2.54,1.72,0.41,1.64,0,2.31,0,3.9,3.06,0.72,0.01,2.85,0.3,0.68,1.4,0,0,1.7,1.9,0.1,3.87
1557661_at,3.86,0.13,4.62,0,3.03,0,0,0,0,5.2,1.68,0.16,0,4.52,0.49,0,0,0,0.83,6.76,0,0,0.12,4.01
1557664_at,0,0,0,0.09,0.56,0,0.85,3.22,4.34,1.53,3.91,0.34,0.37,0,3.08,0.21,0.01,3.63,0,4.2,2.21,1.41,0.16,1.58
1557665_at,5.02,0,2.7,0.05,0.02,2.72,6.05,2.52,1.7,0,0.43,3.14,4.2,0,0.15,2.91,2.47,0.01,0.7,4.48,1.77,0.27,0,0
1557666_s_at,5.76,2.29,2.37,1.44,2.68,2.37,3.25,3.19,0,1.85,5.96,18.49,2.37,4.59,2.29,1.59,9.82,3.93,14.33,0,0.66,2.78,1.08,0.24
1557667_at,79.6,67.43,5.72,153.44,38.22,1.18,1.51,3.26,0.49,1.21,9.38,3.01,51.27,116.61,28.16,109.91,0.86,66.56,0.16,3.73,0,2.4,0.31,54.1
1557669_at,2.94,5.06,2.58,1.35,7.77,2.45,3.03,0.01,1.71,2,8.57,4.45,0.01,0,2.84,4.3,0,4.92,8.18,0,3,5.26,0.85,3.68
1557672_s_at,3.63,5.02,4.25,2.62,2.79,1.18,13.22,9.23,4.82,22.61,2.4,7.63,6.13,14.87,5.35,0,3.42,7.79,14.9,7.14,3.82,7.41,12.53,4.51
1557673_at,1.38,0,0.1,3.62,0,0,2.66,0,0,2.02,3.44,1.81,0,3.33,4.61,8.75,0,4.39,0,0,0,2.7,0,2.49
1557674_s_at,6.92,2.76,3.25,2.59,2.92,3.41,0.02,0.61,0,0.95,0,1.02,1.67,4.36,1.57,0.15,0,2.49,0,3.86,1.41,1.43,2.38,0
1557675_at,3.23,0,0,0,0,0.02,7.83,1.42,3.33,4.7,2.57,3.04,1.53,0.37,0,0,0.5,0.33,10.4,2,0.31,1.56,2.58,0.33
1557676_at,11.18,43.83,0.01,20.41,40.93,0.01,89.14,89.16,0.01,46.16,28.21,0.05,6.13,32.49,17.06,0.02,17.12,7.76,114.58,7.03,53.74,16.49,39.62,0.38
1557677_a_at,0,1.54,1.78,0,2.8,0.47,0,0,0,0,0.59,0,1.98,0,2.23,10.93,0.02,0,4.46,0,4.5,0.53,0,0
1557679_at,0.01,0.01,0.48,0,0,1.29,0.32,5.9,0.24,1.11,0,1.32,0,6.26,1.8,0,0.38,0.01,2.78,0.02,0,1.28,1.22,0.83
1557680_at,0.13,4.41,0.03,2.13,5.16,2.72,2.63,5.78,4.31,8.78,5.46,2.18,3.75,3.82,6.57,3.14,0,5.28,2.75,1.38,3.93,5.43,2.82,7.45
1557681_s_at,117.76,98.87,36.61,115.22,136.1,35.26,27.87,0.01,46.32,28.65,116.92,108.94,40.58,122.98,75.13,45.27,50.65,109.98,85.13,38.28,0,145.03,0.85,87.45
1557682_a_at,0.03,98.67,312.77,46.77,38.38,1.06,74.22,0,77.55,51.26,88.45,0.01,0.05,0.02,16.48,36.24,13.02,93.76,0.01,128.01,0.35,0.08,653.66,93.87
1557683_at,0,0.81,0,0,1.92,0,3.07,0,4.79,0,0,2.23,4.08,0,0,0,6.51,0,0.33,0,0,0,2.87,2.37
1557684_at,8.8,10.68,0.04,7.8,18.61,40.66,7.13,15.23,0.56,2.32,3.9,2.14,36.75,2.25,11.27,13.38,2.95,49.12,12.47,2.53,0.61,23.92,0,5.07
1557685_at,3.42,0.95,0,1.39,1.93,0,0,0,1.31,0,0,0,0.01,0,2.42,0,0,2.76,7.64,1.76,0,0,1.67,1.43
1557688_at,0,2.06,5.11,0,0.01,2.52,1.75,0.88,0.13,0,0.02,0.29,1.84,2.94,1.29,0,0.26,1.87,0.55,1.89,0,4.34,2.14,5.32
1557689_at,2.78,3.56,0,3.76,16.11,0.41,0,5.73,0.23,2.43,2.78,3.24,2,2.12,3.23,1.54,2.12,2.24,4.73,40.1,0,3.14,1.88,1.78
1557690_x_at,3.91,0.01,6.58,3.09,0,0,0,0,3.13,0,2,5.33,0.83,0,0,0.01,0,0,0,0,9.02,5.12,0.51,0
1557692_a_at,1.01,0.26,0.81,0,0,0.7,0.87,0.98,0.09,0.08,0.88,0,0,1.67,0,0.2,0.2,0.79,0.86,0,0,1.02,1.74,0
1557693_at,5.12,4.39,3.06,0,4.25,4.61,0.01,1.27,2.32,2.6,4.35,0.01,0.85,1.79,0.07,0,7.63,1.58,0,0,4.77,0.03,0,2.02
1557697_at,4.15,1.22,3.7,2.1,1.63,2.71,2.98,6.7,21.2,6.19,1.26,2.54,3.68,0.01,2.25,4.37,1.42,2.21,4.75,23.19,0.01,5.37,2.92,3.04
1557698_at,0.66,0.01,0,6.59,0.17,0.36,0.78,2.02,0.02,0,1.79,5.66,3.75,7.25,0.62,6.21,4.08,0,4.59,0,6.58,2.92,0,3.52
1557699_x_at,5.92,1.84,0.18,0.43,0,4.27,0.01,0,12.43,1.1,0.42,7.36,2.88,2.15,0.14,0.46,0.65,1.12,0.64,1.87,2.22,0.61,1.52,1.63
1557700_at,2.63,6.98,3.63,4.02,3.94,2.29,0,5.92,0,0.04,3.3,8.17,1.52,8.63,4.99,5.48,11.65,2.41,5.19,0,0,2.42,3.23,0.59
1557701_s_at,16.62,8.88,5.71,6.25,22.17,4.21,4.64,28.11,30.14,4.6,3.32,6.45,7.43,7.61,18.37,3.06,3.21,1.47,1.84,1.81,0.18,0.87,2.06,4.96
1557702_at,0.78,1.9,0.84,0,1.55,1.02,0,0.32,2.36,0.65,1.37,0,2.93,1.77,1.24,0.07,0,0.03,0.8,0.5,0.8,1.76,1.24,1.28
1557703_at,0.34,0.01,3.34,2.3,0.61,0.01,0,1.68,0.56,0,1.39,1.49,0,0.43,0,0.29,0,1.51,8.36,0,8.87,0,1.02,0.07
1557704_a_at,1.87,2.1,0,2.32,3.55,4.15,2.48,4.72,2.8,0.9,3.15,2.09,0.55,0.32,0,0,6.7,1.07,3.7,0.31,12.36,0.04,2.32,1.61
1557705_a_at,0,0.83,0,0,0.23,3.84,6.92,0,0,0,0.01,2.91,0,2.55,3.76,7.34,0.01,0,0,8.66,0,0.51,0,4.66
1557706_at,0,2.82,43.54,2.38,7.62,0,1.1,135.09,25.75,0,0,0,3.2,1.04,10.41,126.46,35.02,2.1,0,41.26,0,11.97,0,27.86
1557707_at,1.65,2.54,0.37,6.08,11.94,6.75,10.17,6.6,1.56,2.79,15.04,9.16,3.5,2.4,6.64,0.88,6.48,3.21,0.22,1.93,0.21,30.15,6.35,10.87
1557709_at,108.67,122.13,142.35,0.53,0.2,53.48,120.26,128.39,8.46,173.5,63.76,138.35,50.34,0.07,8.52,0.01,0.02,0.02,0.02,57.73,2.75,1.39,129.59,31.79
1557710_at,2.16,1.72,0,0,0.01,0,0,0,4.49,5.61,3.84,0.62,0,1.33,0.26,0,0,0,1.96,3.73,0,0.8,0,0.09
1557712_x_at,0,6.78,0.01,4.4,0,5.09,3.28,4.92,0.51,3.95,0.71,2.89,6.29,3.33,3.27,3.57,0.01,0.78,9.19,3.27,0.95,0.01,5.15,0.08
1557713_at,235.17,150.65,168.29,144,256.88,22.53,60.94,179.37,91.45,16.98,165.39,85.61,207.8,95.79,157.8,115.67,155.73,96.49,176.26,82.54,84.91,30.71,9.7,123.71
1557714_at,69.88,76.59,2.84,72.63,100.82,42.92,23.88,106.67,33.1,21.33,64.29,115.05,74.95,107.98,113.95,11.55,7.09,96.22,17.57,103.26,164.45,78.17,6.21,155.05
1557717_at,1.8,8.43,0,5.03,2.94,2.54,1.59,1.61,5.01,0.01,3.56,3.22,5.34,2.59,4.61,6.19,0.73,3.29,0,7.28,0,3.46,1.84,0.95
1557718_at,0.01,1.11,5.55,0,0,0,3.7,0,0,0.01,3.54,0.48,0,0,0.81,2.85,0,3.89,0.17,2.64,0,0.75,7.46,0
1557719_at,27.18,8.42,0.01,8.88,0.01,0,34.54,0,0.01,131.23,0.19,0.01,30.85,31.39,8.36,0,96.52,14.67,16.82,47.95,0.02,22.78,0.01,26.46
1557720_s_at,3.89,1.63,12.67,6.01,6.29,29.19,42.63,42.21,0,1.65,13.32,26.38,2.65,0.07,3.46,12.62,6.94,12.36,0.04,3.62,2.12,8.84,0,6.5
1557721_at,1.81,2.11,1.07,5.55,0.01,3.12,5.85,8.22,0.23,7.8,4.27,2.36,2.16,5.84,6.22,0,1.65,9.59,3.92,1.63,2.04,9.06,5.59,7.3
1557723_at,41.84,23.09,68.31,42.51,73.68,152.97,56.9,95.55,167.32,11.32,34.63,6.13,83.17,34.93,15.5,20.72,90.04,108.65,11.7,10.75,0.88,132.11,81.03,25.06
1557724_a_at,0,0.43,14.67,4.86,0,1.87,0,0,0,0.01,0,2.23,0.75,4.67,0,2.37,0,0,0.55,0.01,0,0,3.03,0.18
1557726_at,1.05,2.63,12.35,3.41,1.76,3.84,12.85,0.18,0.34,2.47,2.58,4.38,4.17,16.9,1.35,1.77,45.04,5.09,2.06,0.78,54.6,1.01,4.62,0.34
1557727_at,0,1.33,0.01,0.01,0.01,0.03,4.53,0.04,0,0.37,0.01,11.09,4.71,0,2.76,0,4.72,2.67,1.78,5.97,8.64,2.99,14.37,1.38
1557729_at,3.41,2.99,0.64,3.59,1.05,0.01,3.67,6.62,0,2.4,3,3.03,0.01,6.16,2.08,10.24,0,2.81,7.2,5.82,0,1.74,1.27,1.7
1557731_at,5.55,1.85,1.51,4.63,1.31,11.01,82.95,0.01,3.43,14.88,0,150.88,2.17,10.59,4.06,169.41,12.7,10.11,50.45,19.29,68.85,13.37,25.88,2.44
1557733_a_at,0.97,0.01,3.93,1.76,6.55,2.36,0.42,0.92,10.49,0.01,0.42,0,1.66,2.91,0.36,1.36,6.79,0,0,1.17,0,1.26,4.19,0.76
1557734_s_at,1.41,0.97,0.13,3.14,0.01,4.15,0,0.68,0,1.71,3.38,2.62,0.97,1.19,0.49,5.09,3.86,0,3.96,3.48,1.66,1.44,0,2.4
1557735_at,0.88,0,0.01,0.3,1.27,0.01,0.56,0.01,0.88,3.63,1.59,1.06,0.53,1.96,0,2.06,0.99,0.51,1.17,0,4.91,0,0,0
1557736_at,0.01,1.65,0,1.46,0,0,2.46,1.87,0,0,0.84,4.27,0.1,3.32,0.94,3.84,1.26,0.75,0,3.95,0,0,5.92,0.91
1557737_s_at,0.86,2.49,0,0,13.97,0.79,0,2.55,0,0,2.52,1.04,1.29,0.01,1.37,4.38,0,2.09,0,2.65,0.34,0.36,0.01,1.09
1557738_at,0.18,1.92,0.94,0.63,0,7.63,9.47,3.3,2.85,0.34,4.23,0.96,0,0.3,1.48,3.77,3.47,0,1.34,0.29,0.79,0.29,0.31,0
1557739_at,0.16,0.04,0,52.99,0.03,63.35,61.57,0,169.56,0,8.56,26.33,5.5,60.3,0.47,13.88,0.02,0.01,1.05,74.13,255.22,5.92,0.01,2.56
1557740_a_at,406.2,181.05,63.89,155.29,87.63,105.63,173.67,156.99,300.77,19.77,58.39,209.76,0.3,4.16,191.25,262.25,133.41,205.89,351.17,217.94,225.88,242.53,154.56,78.19
1557741_at,907.95,810.96,390.66,588.89,874.89,299.09,376.09,344.73,33.76,240.36,319.39,219.37,701.85,288.82,829.93,330.26,382.17,265.01,384.4,252.96,18.73,425.6,182.84,427.98
1557742_a_at,4.34,0,4.26,0,0.67,3.76,7.48,0.27,0.02,0.53,4.3,0,5.04,0,0,2.09,4.14,0,1.34,0,2.77,0,0,0
1557744_at,1.84,0.96,0.25,0.17,3.93,6.57,2.98,5.55,11.37,2.11,4.01,8.23,1.83,2.57,3.48,0.41,1.12,0.34,1.76,1.46,0,3.66,0.01,3.16
1557745_at,2.51,3.62,0.01,3.38,5.29,9.49,7.25,6.69,0,1.63,5.77,1.2,2.69,4.98,3.09,2.58,1,0.41,3.32,3.14,0.01,2.4,0.01,0.01
1557746_at,1.98,5.34,9.96,0,0,4.58,1.78,0.01,0,0,2.82,0.01,0.01,0.79,0.04,5.44,2.25,0,3.66,0,1.56,4.22,2.12,0.9
1557749_at,0,0,1.81,5,3.64,2.1,0.02,0.63,0.58,0.75,0.01,0,12.49,1.62,3.21,2.15,1.49,1.68,3.28,1.28,0.74,0.97,2.38,0
1557751_at,12.49,2.33,3.03,22.43,16.05,44.73,14.76,28.31,0.39,15.49,4.47,136.88,10.07,5.12,33.57,36.36,64.2,5.52,12.17,15.88,2.74,18.16,65.48,7.54
1557753_at,2.74,0.02,3.17,1.34,0,0,11.06,4,1.37,2.17,1.62,0.31,0,0,0.31,4.84,0,0,1.07,0.5,1.58,0,3.08,1.66
1557754_at,0,0.2,0.01,0.49,2.34,0,0,0,0.14,0.35,0.56,1.91,0.01,0,1.24,2.56,3.23,0.8,13.53,4.39,0,3.06,0,2.48
1557755_at,1.66,0,1.73,1.21,0.44,2.68,2.03,1.03,0,1.26,0,1.73,0,0.5,0,0.81,2.06,0.01,0,7.56,2.34,0.8,0,0
1557756_a_at,0.01,0,1.28,0.78,0.02,1.19,2.01,1.27,0,2.5,5.85,0,1.61,0,1.88,0,1.87,1.39,2.81,5.16,0,3.34,0.79,0
1557757_at,0.51,3.16,0,0,4.85,0.01,0.01,7.29,2.23,0.6,3.27,0.01,1.01,0,1.13,0,0,0.47,0,2.84,3.06,4.22,5.61,6.97
1557758_at,1.72,0,2.39,0,0,0,3.72,0,4.28,0.01,3.11,0,0,0,0.78,0,0.83,0,0,0,8.58,1.57,0,0
1557759_at,0,0.03,0.07,1.06,0.21,0,1.19,0,4.38,1.42,4.04,0,2.6,0.73,5.2,2.91,0,1.73,5.74,1.33,1.32,0,0.59,0.01
1557761_s_at,0,2.59,0.01,0.09,11.26,1.37,3.82,4.07,0,0,1.39,0,4.35,5.23,1.17,2.52,2.97,4.42,0,2.17,3.4,3.69,0.59,0.01
1557762_at,0.82,0,0.78,0,3.19,0.04,0,3.04,4.73,0,0,0,0,0,0,3.39,0,0.56,0,5.38,0,0.37,2.03,0.43
1557763_at,0.12,3.76,0.65,0.92,13.13,1.5,1.55,3.3,0.62,1.23,0,2.51,1.61,1.53,1.67,0.01,0.42,0.98,0.93,0,0.8,4.36,1.68,2.3
1557765_at,3.49,1.7,0.45,3.78,2.5,0.5,0,0.32,1.36,0,2.01,0,3.5,0,1.85,0,3.53,0.67,0,0,0.01,0,1.48,1.44
1557767_at,0,7.95,0,1.75,2.2,5.27,1.5,2.4,2.88,2.31,6.38,5.66,5.06,2.56,4,1.34,5.95,1.68,7.5,1.28,1.65,2,1.03,0.66
1557768_at,5.02,4.14,3.05,0,5.74,4.26,7.09,2.8,1.3,0.01,0,6.85,7.11,1.61,5.13,2.99,0,3.22,1.11,0,0.19,6.97,0.42,3
1557769_at,2.62,2.01,2.4,2.07,0.66,3.86,1.96,1.21,0.16,1.73,1.91,1,2.83,1.9,0.99,19.9,0.65,2.24,1.33,9.32,0,2.56,0,1.02
1557770_at,10.19,0,3.34,5.57,3.27,3.17,0.01,4.98,1.86,3.51,3.35,0,0.82,3.99,4.98,5.71,2.82,1.82,0.38,1.81,6.06,3.18,8.38,0
1557771_at,0.2,2.13,4.05,1.75,2.12,1.43,2.1,11.35,3.18,2.35,1.8,2.65,3.8,2.48,4.63,4.44,3.66,1.85,1.35,0.44,1.86,1.76,1.97,2.64
1557772_at,0.01,3.14,0.75,0.01,0,0.25,3.38,0,4.53,0.82,8.89,3.64,1.58,0.06,5.64,4.5,0,4.41,2.54,1.67,1.5,0,3.44,1.67
1557774_at,2.43,0,0,0,1.27,1.13,0.95,0,0,0.4,0,0,0,4.07,7.84,0,1.94,0,1.76,0,0,1.46,0,0
1557775_a_at,2.76,2.43,2.45,2.46,0,3.29,0,3.65,0,0,5.2,4.18,0.01,1.84,0.79,0.01,0.68,1.19,1.38,1.77,1.04,0.01,0.31,0.24
1557776_at,0.02,0,1.97,7.31,0.62,3.93,0,0.02,1.72,1.68,0,4.98,0.97,0,0,0.01,0,0.01,0.01,4.4,0,0,3.85,2.19
1557777_at,77.41,47.2,168.6,75.84,60.73,172.73,131.05,214.09,61.84,109.9,74.86,129.38,128.7,99.2,47.83,112.66,73.68,99.26,135.59,187.92,0.04,161.18,35.58,67.84
1557778_at,0,0.03,15,1.38,2.64,7.71,1.53,0,0,4.7,2.52,0,5.85,3.96,0,0,6.45,0.96,0,2.42,0.56,0,0.01,0.01
1557779_at,0.97,0.75,0,2.4,0.36,0.14,1.72,0,0.93,0.35,0,3.79,0.67,0.27,0.49,0,1.21,0,1.14,0,0,0.41,6.92,0.28
1557780_at,6.52,0.03,0.25,5.59,5.41,2.7,3.08,0.01,0,2.44,5.27,2.26,2.75,1.19,4.36,4.19,0.81,3.15,2.41,2.33,0,2.97,1.42,3.89
1557782_s_at,0,3.59,9.52,0.01,2.51,0.14,4,1.25,0.73,2.04,0,0,1.67,0.92,0,0,0.01,0.63,0.01,0,0.72,0,0,5.08
1557783_at,0.5,0,0.01,4.73,0.01,0,5.27,1.04,2.7,0.21,2.31,0.01,2.61,3.26,3.32,1.7,6.19,0,0.53,0,0,1.43,3.58,0
1557786_s_at,0.45,0.02,2.76,2.11,0,0.92,1.29,0,0,2.79,0,0,0,0.49,0.67,7.59,0.13,0,0,0,0,0,0.05,0
1557787_at,0,0.46,2.43,1.24,0,0,0,0.31,0,1.45,0,0,0,0.88,0.61,1.41,1.02,0.84,0,1.28,5.98,0.38,0,0.95
1557788_a_at,1.36,4.46,1.23,3.32,2.83,0.9,1.58,0,0.66,2.04,1.4,3.01,0.14,2.97,0,4.61,0.38,1.14,0.12,0,1.28,0.96,0.41,3.5
1557789_at,2.32,3.92,1.59,3.63,0.61,0,3.78,0.88,1.89,0,0.01,4.74,0.37,0.01,1.55,1.85,0,0.79,0.07,0.04,2.46,1.99,1.26,2.18
1557790_at,105.32,107.34,36.27,129.69,96.29,143.32,131.46,60.1,119.02,76.61,90.42,0.2,94.1,135.65,91.89,29.04,72.73,95.34,131.29,82.48,270.51,93.72,33.41,127.85
1557791_at,0,0,0.1,2.28,0,4.92,1.09,0,0,0,2.76,3.66,0,2.68,0,0.01,0,2.16,1.02,0,0,0,0,0
1557793_at,0.81,1.97,3.53,1.19,1.52,5.79,1.81,1.85,0.11,0,0.03,0.98,1.1,0.14,3.67,0,1.6,1.89,4.05,2.15,0,0,0.07,0
1557795_s_at,0,0,0,0.87,0,0,0,1.36,2.2,1.9,0,0.29,2.46,0,0,0,0,0.05,0,17.01,3.94,0,0,0
1557796_at,1.56,0,0,0.67,0,2.14,0.03,0,0,4.47,0.58,4.82,0.28,0.9,3.96,3.78,0,0.01,0,3.94,0.72,2.64,1.71,5.84
1557797_a_at,0,2.52,0.03,3.47,0,1.34,3.77,3.27,4.43,0.67,0.01,0,3.11,4.48,1.66,0,1.13,2.56,3.34,0.28,0,0.82,1.01,3.24
1557798_at,0,11.74,2.62,2.62,5.14,0,2.02,3.8,2.4,3.68,1.43,3.22,2.32,6.8,0.03,0,4.12,3.8,6.56,4.94,7.04,5.59,2.94,2.69
1557799_at,0,0,1.06,0.9,3.66,3.6,0,1.02,5.72,1.36,0,1.23,0.04,0,4.35,4.83,0.64,0,3.48,0,0,0,0,1.48
