ID_REF,Healthy control saliva-lc1,Healthy control saliva-lc2,Healthy control saliva-lc3,Healthy control saliva-lc4,Healthy control saliva-lc5,Healthy control saliva-lc6,Healthy control saliva-lc7,Healthy control saliva-lc8,Healthy control saliva-lc9,Healthy control saliva-lc10,Lung cancer saliva-1,Lung cancer saliva-2,Lung cancer saliva-3,Lung cancer saliva-4,Lung cancer saliva-5,Lung cancer saliva-6,Lung cancer saliva-7,Lung cancer saliva-8,Lung cancer saliva-9,Lung cancer saliva-10
1007_s_at,1.80111,1.2016,0.0000657246,1.10508,3.85138,1.83545,0.00185465,0.70917,0.114688,1.01152,1.89014,1.60306,1.64745,0.896312,1.11228,3.37656,1.6676,2.22915,0.683398,3.49913
1053_at,0.0000965454,2.30193,0.522764,2.05683,0.00512414,1.32488,0.642662,0.00241602,1.04703,0.000852561,2.98007,1.12626,0.815391,2.3644,0.957568,0.895544,2.54446,0.762089,0.0043916,1.42774
117_at,2.08298,2.90278,1.87284,1.47611,0.00247071,0.00229984,0.00548446,3.23528,1.34226,0.148625,0.00367866,0.997715,1.54694,0.0987133,0.388128,1.06331,0.780974,0.00171291,5.07012,0.000829582
121_at,0.000059729,2.75841,1.42759,1.07119,0.136117,3.20907,0.00408159,0.809361,1.47817,1.39897,0.906404,2.42809,0.0902696,1.56161,0.261594,0.78275,0.271392,3.64882,1.52346,0.542321
1255_g_at,3.28973,1.72816,1.34814,0.177411,0.427533,0.00135842,0.550252,3.28475,0.00663426,2.20482,1.35116,0.624593,4.6909,113.38,9.71752,9.42695,10.8993,1.03279,16.2528,2.08778
1294_at,1.56565,1.35111,0.0000557448,0.333129,1.98725,0.00106844,0.561925,0.355394,0.00280307,1.50663,0.0004668,0.00103889,0.009519,2.23485,1.25886,0.000401644,0.00277402,0.885728,0.759736,0.00222017
1316_at,1.65391,1.82966,2.13461,0.320039,0.345925,2.02578,0.592414,2.19376,2.17307,1.11334,1.56499,0.0337076,1.27687,1.89088,2.59562,0.950755,1.2502,1.9253,2.1577,2.01813
1320_at,0.000062223,1.13655,1.7388,0.0342081,0.00100567,0.00061092,0.000504098,1.16178,0.00453316,2.51818,0.364053,0.724731,0.0131003,1.18987,0.000887279,2.70574,0.00334789,1.37846,0.000852557,1.35289
1405_i_at,0.88226,0.000229729,0.925913,0.313106,0.637914,0.192811,0.00269866,0.00118156,0.00260281,3.61436,0.0122385,0.000545599,0.592439,22.69,3.51186,1.71926,0.000477257,4.10016,0.00105846,0.000370319
1431_at,2.31008,1.39994,1.13272,1.7692,3.13592,0.437541,0.363708,0.156766,0.718999,0.00220835,1.45616,0.00136946,0.537567,1.44356,0.000736488,0.00113183,0.00257063,0.00306442,1.32073,2.38358
1438_at,2.48395,2.4904,1.86917,0.819043,0.812559,0.80067,66.2787,11.4188,25.1676,8.02694,58.4145,25.1632,13.4239,52.35,5.13428,469.983,61.0362,208.247,53.0781,114.706
1487_at,1.03808,1.57063,1.26026,2.36011,1.16721,0.00631631,0.00196558,2.31404,0.00865172,2.11413,0.927181,0.347657,0.103236,0.231356,0.951943,1.82434,0.0394012,0.0913683,0.916687,0.795466
1494_f_at,2.71572,1.51121,0.000723619,0.000900755,0.349322,0.00713585,39.4632,57.8708,105.146,41.2658,0.501745,5.54238,1.33894,0.460757,0.72453,1.56662,1.27044,0.942848,0.000484675,0.00307837
1552256_a_at,1.2333,1.90966,0.0000979354,1.16562,2.85425,0.00203191,1.05464,0.00177615,0.719292,0.000484076,2.67392,0.574363,0.62989,0.00267827,0.833485,0.000877828,0.669623,0.202532,1.41194,1.01835
1552257_a_at,1.59699,3.97419,1.78527,1.23585,0.516801,1.98717,2.30271,3.49153,2.77099,0.559493,0.255506,0.975338,3.13457,2.07107,1.84603,0.0050306,0.821966,1.66826,3.37155,0.0914033
1552258_at,1.88672,2.20034,0.928849,2.38775,2.66097,2.23066,2.77268,0.0153342,1.47376,1.9501,1.93472,0.328693,0.448998,0.801369,0.00652233,2.2843,1.43285,0.495673,0.440976,2.02738
1552261_at,47.4391,13.3519,1.81565,3.46726,10.8845,162.512,178.573,232.646,255.112,108.104,330.429,442.955,432.903,511.548,283.373,523.857,317.801,743.337,298.8,502.438
1552263_at,1.61008,1.1869,1.0243,1.98228,10.2435,0.00277544,0.00098383,3.09868,0.00105599,3.85825,0.00100608,0.0044676,2.99968,1.47361,2.07183,0.016569,0.18377,1.82557,26.869,0.555975
1552264_a_at,1.57497,1.51479,0.000326287,0.00223992,3.18277,0.00211161,0.251838,2.38368,1.39606,0.00392499,1.0112,0.00456766,0.199874,0.00195448,0.00108238,0.803491,0.0050794,0.00101953,4.03496,0.000850474
1552266_at,1.33658,2.04548,0.000263975,1.0412,1.67328,0.00264845,0.816471,0.0452986,0.00286793,0.0017261,0.0599605,0.209754,0.0015668,0.606572,1.00521,2.00205,1.00728,0.00160768,0.00160664,0.00100379
1552269_at,2.62376,4.29391,1.31533,0.00268021,2.29733,0.801653,0.109705,0.00125741,0.508965,0.401358,0.291902,0.192622,4.94628,1.41597,0.728379,0.753794,0.480465,0.00164304,1.02561,0.272885
1552271_at,1.0015,1.56994,0.977263,0.53354,3.58091,0.0445256,0.00198439,0.00204098,0.000570105,0.00128024,0.00132983,0.000883067,1.3823,0.147662,0.0808179,0.189425,0.00162537,0.000796611,2.20618,0.00110661
1552272_a_at,1.19335,2.61621,0.000104975,4.51818,0.00733354,0.000969528,0.110507,0.39064,0.00199782,0.558444,2.45338,1.18131,2.63669,2.76362,1.86011,1.31726,0.885855,0.0109351,0.820316,0.691677
1552274_at,130.624,31.9052,2.85307,380.026,16.6307,661.438,679.944,309.876,389.568,61.9388,610.568,936.435,688.753,923.824,557.846,1885.63,733.766,1201.42,659.729,864.188
1552275_s_at,0.0000621571,3.13057,1.89575,0.000735384,2.06472,0.000494219,1.03917,0.000728221,0.000804054,0.00373661,1.80575,30.7655,0.0144309,10.6846,0.0990391,0.00109634,0.00805152,0.00148611,15.3327,37.8467
1552276_a_at,3.11785,0.000129685,0.0000645653,0.498502,0.00232335,0.518371,0.98844,2.54034,1.29008,1.65336,2.10776,0.753681,4.59531,2.45107,3.13314,0.455409,3.82215,1.00205,0.615974,1.47829
1552277_a_at,1.29565,2.29039,0.00014486,0.00125982,1.10126,1.57264,0.00182745,0.579888,0.00477548,0.00245084,6.196,0.00123135,0.00111719,1.1967,0.00105946,2.51731,2.23077,0.92101,0.0261279,0.00114414
1552278_a_at,0.0000809883,0.000285684,0.856165,0.00261707,0.00152841,0.000565614,28.3688,0.000682506,2.7847,2.11358,0.0936662,5.21045,0.00744563,0.00504377,0.237648,0.0120846,0.303299,1.14721,1.27678,0.00120647
1552279_a_at,2.94769,3.04912,1.64876,0.978558,9.86932,1.24436,1.18508,1.4009,0.885915,1.02672,17.2157,1.01221,5.8546,2.11985,2.15338,1.05862,5.21327,19.6835,0.631573,1.27924
1552280_at,1.68627,2.96848,0.000145489,0.782058,1.2561,0.00295567,0.652729,0.339869,2.17938,1.50854,69.2269,215.758,42.1578,162.648,51.9098,0.0684121,19.1264,0.0742135,15.421,0.00900286
1552281_at,3.3768,2.87746,0.000137402,1.9772,0.484196,0.211138,1.21912,2.46281,2.14542,0.667253,2.30938,4.29848,2.45752,3.36943,0.942679,0.701623,1.92308,2.62742,2.2749,1.29146
1552283_s_at,2.40268,0.0000942981,1.78681,1.91913,1.07922,1.7448,0.00355782,0.00227498,1.884,1.81445,4.63884,0.910972,1.68087,2.01236,1.36385,0.001701,1.07945,2.99079,1.27943,0.00228397
1552286_at,2.75147,2.18184,0.000134967,0.0528541,0.000607313,1.06369,4.45043,8.36402,1.50524,0.0129422,10.6646,5.12666,21.7466,6.1674,0.615547,1.2112,15.4801,14.685,41.8429,1.11125
1552287_s_at,2.12256,1.14514,0.000171555,1.98337,0.00554569,2.02042,0.0133699,1.3962,1.35211,2.58785,1.75632,2.39346,0.00340285,0.310158,0.00183949,1.74082,0.00137056,0.966671,1.17193,3.22072
1552288_at,1.86407,2.09996,0.0000502964,0.00317135,1.63952,2.24513,1.345,1.95937,0.00599428,0.0024711,0.146417,0.193241,0.470267,1.05351,0.0181787,4.85599,0.915382,0.995265,0.282903,0.800849
1552289_a_at,4.14166,1.97935,0.000068859,0.00333763,0.0248744,1.10317,2.99621,0.333772,0.0118855,0.614299,0.000704277,1.91289,0.00169857,1.63933,2.03238,1.21596,1.45557,0.00152312,0.160219,0.0018772
1552291_at,1.38861,0.0000748981,1.38341,0.00230817,0.00296371,0.836694,0.00302136,0.00188144,0.870198,1.7624,3.86879,0.0022735,0.00260043,0.00247771,0.0912908,0.0013813,3.25821,0.00654024,6.26219,1.56662
1552293_at,3.56272,0.000252339,0.0000963274,0.61208,0.467526,1.01125,1.53238,1.74588,1.2864,1.90108,1.7312,1.9092,0.00129553,1.81735,1.78827,0.00212761,0.00123896,0.459078,2.21654,3.77713
1552295_a_at,1.79491,4.09735,1.05057,0.00278828,7.206,2.20063,2.81025,0.254332,0.84945,2.32336,0.823428,1.38847,3.83695,1.24647,4.34014,12.8599,0.876617,4.66764,1.62028,1.28752
1552296_at,1.54305,2.80757,0.000132669,0.000855031,0.523181,1.72066,1.22352,0.229997,1.55955,0.00207584,3.26375,0.000651016,0.000774296,0.291379,0.000610932,0.000968325,0.00120484,0.00103036,0.00086169,0.813386
1552299_at,0.704079,1.1896,0.000338818,1.18155,1.4384,0.00586213,0.002428,0.00995455,0.00265327,1.47534,3.1832,0.939962,0.772387,0.00195296,1.34047,0.113195,1.31911,1.72775,0.00742492,0.0027971
1552301_a_at,1.2216,0.000254459,0.00068256,1.8862,1.21461,1.58591,0.0734878,1.66345,0.266202,1.41414,0.00183422,1.10345,2.12268,1.46153,0.002592,1.83459,0.00257929,0.973168,1.87306,0.720729
1552302_at,2.90249,1.90521,0.939524,3.09612,0.36424,0.320767,1.69838,0.471657,0.00119817,0.00736914,2.74497,1.95204,2.22506,1.90878,0.57373,2.88599,3.04078,0.13157,1.75181,1.52924
1552303_a_at,2.13529,0.000227123,0.0000611531,0.999886,0.265904,0.741869,0.928054,2.19413,0.16812,1.41917,3.43779,0.00159886,1.6398,0.0753594,0.00130879,0.00777381,0.198222,1.44134,1.53815,0.920757
1552304_at,0.0000664192,0.000269953,1.57296,2.03035,0.00052035,0.000522849,0.000544903,0.000610509,0.000803691,0.00032712,0.77076,0.357356,0.711744,0.00188836,0.87782,0.00370116,0.165062,1.39683,0.00122626,0.852373
1552306_at,1.48801,2.94157,1.68964,0.29363,5.8632,0.694787,8.53731,1.07831,0.0822166,1.02458,3.79275,2.7967,1.4763,0.59144,2.94869,0.00141841,0.00129593,3.6248,0.644486,0.00204973
1552307_a_at,1.5951,2.27899,1.84472,1.36841,1.49325,0.00127822,1.44242,2.01447,0.778734,0.603539,3.76752,0.00143684,0.617073,0.112484,0.00358129,0.000989062,1.13069,1.20154,0.00583891,0.0676002
1552309_a_at,1.76846,2.26895,0.986809,0.538171,0.00124407,0.933668,0.00245258,1.02761,3.13984,0.00265933,0.699432,0.502022,0.815032,0.00582004,0.21369,5.18978,0.16276,0.320513,0.00178024,0.143647
1552310_at,0.97401,0.0000929219,1.17059,0.452928,0.00119443,0.00390366,3.0255,0.00416741,0.602077,0.552759,0.464837,1.47898,1.34992,1.57114,0.285104,0.877646,0.00326231,0.00293621,0.00286588,0.00699581
1552311_a_at,9.5572,3.31855,0.438139,15.1345,0.00613114,0.0259675,2.05295,31.6408,2.01561,18.5334,249.124,153.917,190.378,46.3885,0.0555201,124.405,0.157173,158.524,141.052,0.0717055
1552312_a_at,1.48834,1.44962,0.0000680413,0.279615,0.00101569,8.26901,0.000837814,0.00215636,0.378872,0.633572,0.128684,5.46225,0.00653597,0.000544058,0.134373,0.000629261,0.00251398,0.663864,0.570295,0.232462
1552314_a_at,2.69573,0.000177612,3.31265,0.859889,0.00560226,0.805677,1.28588,1.28607,2.05482,0.00247241,0.0146654,0.796472,1.76043,2.28611,1.60393,1.6129,0.0164173,1.53965,2.41008,0.980956
1552315_at,0.939107,0.000069674,0.000143826,0.000570867,2.82986,0.00160816,0.449335,0.00128142,0.00103142,0.0024007,0.000654584,0.00159481,0.769158,0.000962467,0.000592435,0.000618926,0.000492424,0.000597751,2.57862,0.000531851
1552316_a_at,1.38671,3.34736,0.280075,0.00623222,1.05101,0.0232034,0.000924897,0.00875438,1.88947,0.00074442,0.428831,0.000749135,1.04501,0.00156447,0.000655121,0.34633,0.00153824,0.822196,0.00127951,3.84957
1552318_at,4.23089,3.49186,2.03915,1.44512,0.0110366,1.41842,1.11351,4.24839,1.37019,2.55509,1.76821,2.13696,1.77075,2.889,2.20125,3.45599,1.87435,1.12971,2.1754,1.65385
1552319_a_at,2.06939,0.0000946729,0.000110936,16.5676,0.00113368,0.000646906,0.356974,0.659144,0.89929,0.595431,2.19125,0.399188,0.436371,0.00460904,1.09581,2.24261,0.000542896,0.00114929,0.000908103,0.824543
1552320_a_at,2.33635,1.34449,0.0000948593,0.709216,0.0112012,2.3095,0.00287325,10.4528,0.413106,2.78635,0.00124499,2.9916,1.44761,0.994296,0.00114583,0.165884,0.00173937,0.0147405,1.77885,1.34847
1552321_a_at,0.000172166,1.71399,1.54277,0.000508977,0.000752932,0.000371694,1.73231,0.000579711,0.000398963,0.000959439,0.000405599,0.000406481,0.000530939,1.9361,0.696251,0.00101537,0.000384505,0.00102088,0.00110731,0.000401646
1552322_at,1.51804,1.80132,2.64861,1.13845,0.85262,1.24856,0.0420176,2.47905,2.23621,0.00198819,0.00689001,0.267046,0.884551,0.0671911,0.156201,1.15065,2.95527,0.670797,0.122777,2.02278
1552323_s_at,1.32293,2.12203,1.9592,1.27572,0.708961,0.82935,1.80417,0.00458142,0.895091,0.264959,1.52337,0.761117,0.00145309,0.00628757,1.00573,0.226149,1.8221,0.352692,0.558235,0.595269
1552325_at,1.21577,1.90895,0.000258709,1.68272,0.76336,0.00328315,0.00243783,0.0014194,0.00169612,1.07585,0.0504598,0.299396,0.00132834,0.623815,0.424337,7.51864,0.147622,0.9761,0.353604,0.00134026
1552326_a_at,117.632,48.0022,2.44051,68.0112,212.585,178.953,553.17,58.5441,348.913,38.3267,559.839,264.017,368.743,398.825,51.1959,427.802,110.825,428.788,171.12,362.845
1552327_at,0.0000636058,3.24601,0.000115597,0.496281,0.000699017,0.00103112,1.86852,0.000745827,0.00130279,0.897776,0.479008,2.3402,0.00209593,0.000786671,0.108036,0.00196798,0.473452,0.160261,0.00489545,0.632825
1552329_at,3.2351,1.97305,2.30161,1.92884,0.00167814,1.06586,2.50866,1.80817,1.65724,0.564473,0.73416,0.768712,2.69136,1.99847,0.0301762,3.74231,0.00375342,0.00109892,1.72941,0.00152223
1552330_at,0.000650517,2.40708,2.10811,0.770963,0.526674,0.244075,5.20301,0.00186118,0.773912,0.508784,0.831552,0.00227088,0.125391,0.000764478,0.855411,0.000498902,0.0925295,1.93992,0.000508091,0.00123936
1552332_at,0.000121619,2.58276,1.5071,0.697691,0.976565,0.854007,0.489501,1.65029,3.34772,0.463833,0.00170137,0.922314,2.80666,0.865239,3.83589,0.37831,0.735955,1.45212,0.130656,0.788265
1552334_at,146.313,1.68874,0.892853,0.0496417,132.353,0.028306,0.0215272,0.0256635,30.569,0.0742988,2.96487,0.00393608,0.00124928,0.000797976,0.00089558,0.00062059,0.706047,0.000967894,0.00111008,0.00088782
1552335_at,0.000080433,2.12585,1.77997,1.4336,1.28912,0.0011352,0.00213,0.000862199,0.573076,0.150811,0.0424343,2.99934,1.80577,0.00256223,0.000955417,1.53894,0.00274888,2.75754,0.00305434,0.0397989
1552337_s_at,2.09811,1.43215,1.1597,0.538397,0.0206153,0.43789,0.382294,0.00598873,3.88887,0.0889062,1.58899,0.660742,2.29626,2.10339,2.10537,2.23613,0.93251,3.13118,0.28126,5.43968
1552338_at,1.74768,2.72339,1.68704,1.51339,0.00148158,0.167917,0.00342234,0.00072535,2.18376,1.00731,0.52147,19.8078,11.9858,0.150152,0.00295829,0.00176612,0.955547,1.03476,0.295801,0.41208
1552340_at,0.00027044,1.20525,0.0000986968,0.972851,0.00156854,0.215158,0.00667001,1.59022,0.585993,0.00104888,0.00367663,3.13208,0.197986,0.760871,0.00412271,0.554381,0.860061,0.281202,0.197261,2.14006
1552343_s_at,155.389,503.301,3.39834,301.489,82.1349,301.881,532.865,514.411,243.574,361.914,575.099,598.101,648.264,894.509,665.601,430.738,569.839,841.404,916.463,897.176
1552344_s_at,0.000120633,1.09314,1.05635,0.889081,2.64283,0.00194861,0.00236155,0.00163977,1.84012,0.121254,0.63951,0.166683,0.149262,0.103311,0.406247,0.995803,0.458787,0.00738247,0.565054,0.328431
1552347_at,1.85647,0.000834952,1.42274,5.43714,1.06318,0.290974,0.223306,0.975057,0.74803,0.664749,1.12176,0.0839215,1.35648,0.00317257,0.313278,3.59757,0.00117395,3.26193,0.00497127,1.89079
1552348_at,1.59686,0.933371,1.0858,0.00220081,1.93284,1.0286,1.45834,0.0131676,0.976175,0.121947,0.00384649,2.17473,2.55685,3.50334,0.00215569,1.0753,1.24916,0.00123591,1.3764,0.888838
1552349_a_at,6.89934,10.8349,0.000175845,0.00436319,0.00115478,14.358,125.219,162.671,22.0746,45.7681,164.554,226.733,280.073,149.134,372.767,0.68668,247.003,239.93,120.05,153.04
1552354_at,1.79748,0.0000527818,1.14152,1.15518,2.97373,1.91339,1.21124,3.07538,2.08147,1.15942,3.72641,2.13117,1.1007,0.00919139,0.00352822,0.313588,1.40162,1.76158,2.32572,0.00347822
1552355_s_at,0.978171,2.56096,1.12287,0.000521845,1.4855,2.84887,0.00121851,0.000749809,0.00104634,0.00144696,0.240071,0.687109,0.00101013,2.77411,3.4456,3.07585,0.0011819,0.000902453,0.255259,0.0126513
1552359_at,0.000277224,2.14804,0.841454,1.77094,0.00245709,0.609389,0.847913,0.331909,0.594787,2.22938,0.614831,0.510153,1.15516,2.96487,0.00288527,0.00420546,2.55815,0.00206129,0.750812,2.39513
1552360_a_at,1.36133,0.000421384,1.83569,2.64549,2.21293,1.09181,0.00316515,1.29197,2.46398,0.0399794,0.00221019,2.44403,1.91353,0.00770524,3.26327,3.82943,1.07466,0.913508,1.66113,1.57731
1552362_a_at,0.000183942,2.50464,2.33685,0.000483624,13.5466,0.0101963,15.7781,0.00197946,0.00223387,0.00198641,0.00111904,0.000638985,0.16597,5.35295,0.664152,0.61067,0.0539463,10.573,0.351496,0.599274
1552364_s_at,2.06299,1.47564,2.06031,0.716222,2.14617,0.0467454,0.213741,0.685924,0.00182858,0.325941,0.0469581,0.000863114,1.00122,0.758427,0.00116605,0.00359726,0.000473998,0.000487561,1.29935,0.447325
1552365_at,0.0000540815,0.0000637198,1.73988,0.00270363,0.0764143,0.00209532,1.68015,1.31678,1.31346,0.350371,0.597989,0.00216405,0.911554,0.00136891,0.000707699,0.48636,1.07602,0.0046135,0.00118824,2.00822
1552367_a_at,0.0000493481,2.06259,0.0000616806,0.00308811,0.00180864,1.06497,0.19642,0.501185,2.28357,0.104753,0.986289,2.61963,3.48928,0.00129097,1.66539,0.432429,2.00076,1.44667,0.000672731,2.14289
1552368_at,0.00018916,0.000286315,0.0000824955,0.000492016,0.000336861,0.000266119,0.00125599,1.69845,0.00038552,0.000341722,4.51431,0.0255306,2.24251,0.000979976,0.00127242,1.3682,0.00157068,0.00142974,0.519045,1.94967
1552370_at,1.21408,0.0000693555,1.07212,0.000517992,2.05974,0.000440198,0.000341498,0.000455683,0.000318417,0.000336139,0.000849758,0.544684,1.73994,0.00706786,0.503973,1.13924,0.30052,0.081789,1.26986,0.00243875
1552372_at,0.00011203,0.00026992,1.38012,0.440042,0.00339085,0.0024523,2.09948,1.70851,1.18144,1.90651,0.00149463,0.433499,0.00238563,2.25452,0.877878,0.00184058,0.254193,0.336169,0.701454,0.00152445
1552373_s_at,1.92893,0.000173702,0.000169146,2.93437,0.89636,1.20943,1.0754,0.00197048,0.00150827,0.0725103,0.00582125,2.43036,1.49044,0.00201707,0.175675,1.24432,0.45439,0.00477191,0.00534909,0.475032
1552375_at,1.22372,2.5662,1.81475,0.993423,0.00173353,3.32424,0.062731,0.565311,0.457838,1.22974,0.654327,0.886484,0.814463,0.164026,1.13589,0.572405,0.811613,4.37205,0.00146235,0.689307
1552377_s_at,2.99108,2.1405,2.19917,2.66729,0.00148112,1.5473,0.00101986,2.23481,0.295053,0.78932,0.00154228,2.88362,1.77305,0.0126025,0.132358,0.271764,0.788177,1.48289,1.72622,0.610335
1552378_s_at,0.000140605,2.59157,2.33168,2.49714,1.02071,1.00333,1.67278,1.59896,1.20392,0.00605754,0.00200274,1.58472,0.665138,1.19766,2.00855,0.00557044,0.0563641,5.72223,0.278237,0.00211604
1552379_at,1.66633,0.000166965,1.93227,1.75989,0.725829,1.25209,2.1799,0.806864,1.06053,0.283302,0.00316049,0.00617401,2.53464,0.00300018,2.62406,0.588129,0.264803,0.235348,0.0694369,0.0648674
1552381_at,1.49713,0.000191178,1.92707,0.00343752,0.782912,3.24791,0.00134204,0.154969,0.707824,1.19096,0.00291217,1.74793,0.00640919,0.00154017,0.0015042,0.399964,1.15635,1.1395,0.00170192,0.50147
1552383_at,1.90798,1.46273,1.30519,0.00321352,1.34681,0.00195167,1.69991,1.75763,0.00217079,1.4595,1.05579,0.00118221,0.759851,0.000427936,0.170406,0.205007,0.467418,0.107878,0.663347,0.345084
1552384_a_at,0.000191426,2.37616,1.28169,0.012108,0.246503,0.00212658,0.364032,2.57037,0.426132,1.04049,1.60891,1.95345,1.09698,0.652076,0.148217,0.466456,0.354416,0.899011,2.14835,2.3834
1552386_at,2.23873,2.99457,2.12158,0.00199495,0.00100363,0.340036,1.4009,1.10645,0.0441209,3.23022,0.594831,0.509335,1.76108,2.63396,0.931645,1.30144,0.762845,1.59463,1.0287,2.37144
1552388_at,1.10957,2.13403,2.08319,1.91923,0.287126,2.70875,0.635767,0.0160738,2.08474,0.0686295,1.04582,0.000589042,0.00281735,0.754281,0.000731804,0.00219553,0.234736,0.00056758,0.000593199,1.27135
1552389_at,59.2608,0.47765,1.67812,244.723,0.00199547,212.795,175.204,333.993,0.0733476,0.0441152,2.63018,4.14403,0.285007,0.849607,0.0143816,0.00182144,0.855561,0.754477,1.02662,0.00143283
1552390_a_at,1.89726,2.02084,0.000118908,0.183655,0.0143514,1.25041,0.391503,0.741487,2.30455,0.724898,1.57213,0.00302773,0.824256,0.00097108,0.743242,6.18501,1.61967,0.693873,0.29134,0.00185008
1552391_at,3.27503,0.0760378,0.000335162,1.87462,2.14374,0.386202,0.00141465,0.579014,1.78867,0.203555,0.000468756,0.00101715,0.00122907,0.0010408,0.00121208,0.00100151,3.11541,0.0016169,0.000829177,0.000596297
1552393_at,2.4988,2.06558,1.42187,0.000898099,0.000785862,0.000700839,0.00125453,1.91073,1.04588,0.00125017,1.77655,0.594583,0.00454435,0.536186,0.0152026,1.81473,1.4328,0.00177581,0.00121167,0.0212431
1552394_a_at,1.67379,1.58237,1.11468,0.202899,0.000900426,0.00118933,0.00114462,1.80522,1.32426,0.00135535,0.966737,1.30239,0.00496177,5.26757,0.00624315,0.00102508,0.725741,0.0042636,0.00221672,1.23651
1552395_at,1.21708,0.0000925591,1.17409,0.831058,5.53805,0.517052,1.23336,0.775128,0.085807,0.599427,0.389904,0.0840646,0.0127467,0.000659366,0.632805,1.6576,0.0625577,1.80003,0.558202,9.68838
1552396_at,1.25986,0.000037717,2.72005,0.00148035,0.0023768,0.000905525,1.82194,0.00149113,2.25072,0.000664472,0.002125,0.411922,0.498778,0.314343,0.602212,0.323954,0.48266,0.0105668,1.35478,1.92719
1552398_a_at,3.01491,2.63013,1.74857,89.1377,30.107,2.47475,6.94712,1.7052,0.843218,0.466602,5.94704,1.64458,0.300217,2.06302,0.626066,456.564,0.958999,28.6191,2.65108,5.87782
1552399_a_at,3.58985,25.7878,1.30328,2.19104,0.00144412,2.93613,0.00383253,0.00221458,0.00440385,0.804025,0.001225,0.00095151,0.000967997,2.42511,1.48131,1.66796,1.0129,0.464024,0.00184759,0.000864075
1552400_a_at,112.957,110.112,3.89835,316.355,108.781,131.58,129.138,244.115,182.559,182.591,517.046,576.061,298.804,374.065,292.066,275.325,479.739,297.468,365.801,324.036
1552401_a_at,5.07392,1.638,1.24497,18.3935,3.29435,4.77451,3.31339,1.53578,1.19166,1.63753,14.9447,1.8119,0.918417,1.55982,1.6595,9.29396,0.580093,1.77668,2.42896,5.8136
1552402_at,0.000115447,2.6053,1.70114,0.00223332,1.635,0.40398,0.000933496,2.76797,1.09531,0.000687174,1.21073,0.0644682,1.47732,1.03973,0.0332897,0.0151681,2.6586,1.29913,0.0712568,0.804665
1552405_at,0.000114982,2.72938,0.0000745206,0.338249,0.00173501,1.76973,0.00169538,0.406701,1.6898,0.00320406,0.662805,0.678077,1.20527,0.505497,0.640971,0.000873224,0.0523173,5.4633,0.00339155,0.139815
1552408_at,0.0000507261,3.44607,0.000199564,0.00125126,0.000727916,0.00117223,0.0012079,0.00225019,0.78033,2.28944,0.000789692,0.000725735,0.173094,0.258426,0.000529706,3.98311,0.00149903,0.0297421,0.0014504,0.00205828
1552409_a_at,0.000133273,1.62025,0.00011203,0.00102355,1.03739,0.861779,1.69819,0.0040252,0.00425767,0.857702,1.30948,0.953714,1.4698,0.384968,2.77815,1.36852,0.000820332,0.64433,0.129078,1.32345
1552410_at,0.825467,0.000129685,1.59602,3.16911,1.0464,0.0093524,0.0414937,1.87782,1.43954,0.00159761,0.000929854,1.27828,0.56921,0.506123,1.95105,0.0120216,0.585678,0.462483,0.0158963,0.518751
1552411_at,1.37883,0.0000664316,0.00015832,0.547894,0.000678238,1.4246,0.000942013,2.11863,0.816868,0.0010864,0.00062012,0.815727,0.23582,0.00184235,8.48404,0.665475,0.00121175,0.00125677,0.00321262,0.791635
1552412_a_at,1.10043,0.0000634269,0.000192041,1.69085,1.4395,0.66393,1.91968,1.06502,2.10225,0.00148639,1.39134,0.134993,0.00236922,0.00249295,1.55517,0.00108245,0.439821,0.60282,0.296088,2.15684
1552414_at,2.29795,1.99272,0.000260588,1.69591,0.00467982,1.45923,1.54768,1.63457,1.78011,2.46081,2.35948,1.14992,0.00347632,0.492229,2.17354,0.367914,1.28811,1.68712,1.28435,0.818393
1552415_a_at,0.0000691574,1.25119,1.60143,0.00322588,1.46053,1.4672,0.000887936,0.0177795,0.423472,1.00816,0.260807,0.00242829,0.00185633,0.00128377,2.83863,0.00403761,0.963615,1.46331,1.15335,1.40383
1552417_a_at,0.000152123,0.0000662909,1.63175,0.567281,0.00116124,0.794254,0.00277173,1.90585,0.473169,1.13278,1.33383,2.07177,1.24137,3.37888,1.00117,0.412545,0.691377,1.38696,0.969786,0.752569
1552418_at,32.8859,0.000294564,0.973918,2.84527,2.56874,19.4665,50.6933,12.3905,30.3765,30.1031,115.24,112.668,207.505,193.935,98.4377,268.927,156.871,475.467,192.8,36.6501
1552419_s_at,0.00018529,1.88774,1.15077,0.00122385,0.0397171,3.18778,2.24395,0.409039,0.00285878,0.000887014,0.0321266,0.00232997,0.0448944,0.477782,0.379417,1.69752,0.00305627,0.00650039,2.52211,0.00172641
1552421_a_at,2.83501,0.000146702,2.42794,0.000801969,24.367,0.396548,0.310276,0.0720281,7.61758,1.77493,0.125453,15.2547,38.1157,1.15474,0.00192003,26.9477,5.5659,1.52519,0.00313166,1.05072
1552422_at,3.80968,1.14548,0.765061,28.4771,0.00128306,2.53985,5.80531,5.65401,0.560519,1.42543,3.41215,1.17337,13.5507,89.5704,16.8976,21.1054,22.9067,301.085,141.549,107.677
