ID_REF,Healthy control saliva-lc1,Healthy control saliva-lc2,Healthy control saliva-lc3,Healthy control saliva-lc4,Healthy control saliva-lc5,Healthy control saliva-lc6,Healthy control saliva-lc7,Healthy control saliva-lc8,Healthy control saliva-lc9,Healthy control saliva-lc10,Lung cancer saliva-1,Lung cancer saliva-2,Lung cancer saliva-3,Lung cancer saliva-4,Lung cancer saliva-5,Lung cancer saliva-6,Lung cancer saliva-7,Lung cancer saliva-8,Lung cancer saliva-9,Lung cancer saliva-10
213511_s_at,1.91247,1.73868,2.27692,2.71746,0.00345994,1.17751,0.00178737,5.60361,2.55294,1.95764,0.281095,0.805615,3.31749,4.24661,1.34506,1.55387,0.83943,0.695867,4.6445,0.487249
213512_at,0.000332307,0.941673,0.979895,0.000830595,0.00116089,0.959829,0.852749,0.00245548,0.987944,0.00336751,0.361212,1.26786,0.00188495,0.0113103,0.00110022,0.000729821,0.00115759,0.00144074,1.22328,5.90638
213513_x_at,1.59469,47.9945,19.1232,425.739,1159.29,0.342977,11.5284,112.31,3.63103,27.3977,0.00104879,2.81025,30.7151,8.6865,16.474,0.0554826,1.26555,10.0667,230.218,2.21678
213514_s_at,0.000193244,3.09671,1.51042,0.540949,1.60673,0.0115339,0.349626,0.0405871,0.467199,1.45052,0.737693,0.00561781,1.3131,0.544784,0.00135541,2.0179,0.12075,5.05399,0.704691,0.491104
213515_x_at,2.1917,0.0000719426,1.64239,0.00365135,1.01862,0.00216984,1.29205,0.00157506,1.16523,1.11371,0.00535628,1.88512,0.208642,0.47475,1.47223,0.269921,0.00790761,1.63643,0.00636854,0.000563288
213516_at,1.93757,1.39775,1.78174,2.60487,0.00163966,0.00133821,0.00191842,0.000886146,1.70749,0.72937,0.00170329,0.881682,0.612814,0.449616,0.287888,0.00126786,0.21336,2.78887,0.409394,0.159438
213517_at,36.2005,1.73149,0.922543,212.139,299.839,316.392,408.795,356.13,247.244,365.424,404.707,942.724,289.72,383.069,549.726,1380.62,260.509,514.577,445.026,635.672
213518_at,0.0000500855,1.64507,1.33747,0.000979088,0.00383888,0.847767,1.79745,0.00116235,0.00154575,0.0009071,0.00278506,1.41629,0.00540596,0.211758,0.504709,0.00141718,2.33456,1.37102,0.454197,0.00419902
213519_s_at,1.87557,1.74147,1.38892,0.000609765,0.000973891,2.69794,0.00147903,0.494455,0.103278,0.000739673,0.489155,0.00622776,0.627115,0.246552,3.63809,0.605237,0.220049,0.00376972,0.240605,0.000818454
213520_at,0.836693,1.18456,3.28092,0.000485112,0.00436953,1.58865,0.299707,0.000836643,0.000658558,0.00094668,1.61186,0.168578,2.60909,1.49512,0.680082,0.00162874,0.780264,0.273357,0.0883863,1.28852
213521_at,3.33097,5.63227,3.3204,27.4986,0.951384,1.33571,4.8795,6.7761,1.51859,5.27795,5.72517,0.81675,2.1982,2.36171,0.00601348,1.04197,1.74234,8.10731,1.58115,3.23689
213522_s_at,9.98319,1.72862,0.892733,0.000676315,0.195841,3.86161,12.0487,2.21538,0.00442135,0.254944,0.00439248,0.00295965,0.00603711,60.1688,13.58,0.0007873,37.6505,0.0149346,0.00225284,9.74773
213523_at,2.0621,2.6261,0.759755,0.480522,0.000534164,0.509816,0.796374,0.781879,18.6153,1.87714,5.45702,2.50028,1.52876,2.68664,1.73285,0.337378,3.41501,1.98927,0.00306028,0.805968
213524_s_at,0.0000720666,220.164,51.0221,943.061,900.05,3.50653,32.7601,209.557,11.4559,210.187,0.00522685,0.700422,158.987,61.0477,113.59,37.9909,0.0056553,34.7842,1326.11,4.36675
213525_at,3.46472,3.27906,0.000406892,0.00073146,0.154091,1.10492,0.369843,2.21766,1.17844,3.17989,1.35327,3.39748,3.727,1.54453,0.449352,1.72112,1.11499,0.127231,1.87831,0.898136
213526_s_at,1.47677,1.32517,1.34968,0.123888,0.42735,0.474081,0.56056,2.1591,0.892891,2.68149,0.979045,0.619916,2.11582,0.323441,0.808822,1.07592,0.677015,1.65674,0.0049845,1.6014
213527_s_at,0.000124847,0.000122636,2.57777,0.00205859,0.00566227,1.5433,1.59277,0.722916,1.86683,1.41903,0.555032,0.00107485,0.157847,0.806241,0.115206,1.13458,1.69535,4.64963,0.00323379,0.148868
213528_at,3.97526,3.24243,0.853383,2.8646,1.94279,2.25096,5.50651,2.26637,4.00706,3.5844,2.65096,3.98456,4.25509,10.7737,9.39691,1.15384,2.80342,4.08791,1.06282,8.21035
213529_at,0.0000594178,0.0000498733,0.328541,34.2705,0.00108138,3.94692,0.0276538,0.0157253,38.9303,1.14997,0.303196,0.00474186,0.42099,0.66569,0.0012261,0.38775,1.26191,1.32793,0.000959976,0.194764
213530_at,0.000153143,2.439,1.51715,2.36881,0.00135439,0.00104895,0.000940791,1.84472,0.69456,0.000952937,0.939525,0.00137869,2.44448,0.921456,1.05388,0.000730306,0.00162117,0.000828743,0.208647,0.536873
213531_s_at,1.37186,1.73442,1.4312,0.00084061,1.62834,1.10894,0.0042173,2.55332,0.160089,1.45828,2.90122,2.28881,0.499099,1.53268,0.478462,1.33959,1.29898,0.126554,1.00824,1.26753
213532_at,0.0000911533,3.34595,1.33727,1.15728,3.81327,0.837875,0.263741,0.00132474,0.67061,0.00290814,4.52271,0.712747,0.393693,0.597211,0.0432158,0.0787899,0.00801472,0.45749,0.00290742,0.508655
213533_at,2.30915,1.2647,0.837127,0.0862541,1.63695,1.42684,2.76461,0.983545,0.322514,0.230114,0.0261183,0.100128,220.362,55.7296,207.831,41.3421,61.5516,0.00819491,0.0127453,0.0142727
213534_s_at,4.13438,1.2941,2.14307,0.634018,1.84179,2.53361,0.00823227,2.74684,1.88584,1.10807,0.581718,0.0290768,1.33342,2.5849,1.87144,4.6382,3.69225,1.96345,0.537732,0.813626
213535_s_at,0.000121465,2.30871,0.000129685,1.23113,15.4777,0.53895,0.00091066,0.844304,0.400037,1.7316,0.000824994,0.00315589,0.000922268,0.00875722,0.00108983,0.000614783,0.00123383,0.276832,9.56008,0.301827
213536_s_at,0.000115562,1.58694,1.29588,0.267792,18.3705,0.00333928,0.0029457,0.00481586,0.0111168,0.00946559,0.00123396,0.000485156,0.00173211,0.641095,0.122148,6.53953,0.161652,0.340119,0.00281539,0.00239705
213537_at,1.41695,2.6717,1.31563,0.0045631,3.16378,1.54775,1.63197,0.440797,0.625179,0.00605716,0.398282,1.50275,0.0048309,0.00189066,1.28261,2.07361,1.34204,0.0158454,0.003441,0.00148485
213538_at,1.54208,3.32706,2.10456,1.41246,0.000463652,0.000541595,0.000572755,0.000735867,0.00055161,0.000869852,0.000968391,1.2004,1.64639,0.344129,0.00122242,2.2252,0.0869029,0.00191234,0.00154999,0.0011855
213539_at,1.48658,0.639191,1.49417,1.93604,1.62475,0.639218,2.59357,1.46654,0.902272,0.00518584,0.908602,0.701699,0.219466,0.00138602,1.85146,0.758294,0.07873,0.749426,1.49292,0.00319896
213540_at,2.65657,0.0000667377,0.947855,0.658089,0.503823,3.21827,1.76071,0.00151548,0.00135551,0.000995085,0.000655319,0.0945916,2.85187,0.00131157,0.957101,1.33896,0.00337263,1.71103,0.00283698,0.00129189
213541_s_at,2.36482,3.32974,1.45283,0.623774,0.530218,0.875041,0.841918,0.000718532,0.849061,0.00122501,0.30418,0.672783,0.000779594,0.834824,0.000981129,0.0707126,0.00101042,0.000901121,0.000970273,9.56808
213542_at,0.0000822971,5.39052,1.08754,2.15018,2.4679,0.564104,1.74503,1.1116,0.943222,1.0464,0.787033,0.000872103,0.364823,0.318164,0.000791931,1.68263,0.758329,0.00481184,0.856686,0.899813
213543_at,0.000176235,1.20114,1.17439,0.0139912,0.823298,0.105443,1.0694,0.00218567,3.95927,0.000530862,0.000681588,1.47194,0.186303,0.00136778,0.555459,11.6962,0.132705,0.0020811,0.000885815,0.739356
213544_at,0.686568,0.810191,1.36845,0.532013,0.646759,2.06294,1.09507,0.00233486,0.00462775,0.758919,3.48893,0.174579,1.75382,0.00265173,0.000803847,0.286646,0.00082905,0.00841558,0.00196243,1.04251
213545_x_at,3.42644,3.02969,1.70234,38.6242,2.14951,0.668109,2.10269,2.30013,0.971244,2.15909,1.34189,1.70116,5.04729,2.6908,2.4254,4.97262,0.2402,0.690879,5.22263,1.04421
213546_at,0.000216749,1.29954,2.16856,0.31205,0.930351,0.000915185,0.00732748,0.00206947,2.26777,0.00377341,0.00322357,0.0056197,0.0496591,2.64185,0.840032,0.653297,0.638755,0.523097,0.222459,0.686553
213547_at,1.27314,3.44834,1.69716,2.14019,2.17131,0.56906,2.17283,1.75528,0.0184525,2.10751,0.891246,7.69427,9.35385,1.6727,0.345748,4.10669,1.78283,0.933059,0.00522927,2.00026
213548_s_at,0.0000663645,1.43224,1.45576,1.80335,0.00141413,0.00147627,0.00151346,1.50662,2.35391,0.170658,0.00111112,0.295252,1.39439,0.00224568,0.00421211,0.879459,0.854709,1.45889,0.00399394,0.724609
213549_at,1.31025,3.79474,0.000325738,0.828984,0.000804095,0.0012118,0.00149199,1.04377,0.000431183,0.00402718,0.0329006,0.000892134,0.000701483,1.13227,0.591035,0.000573028,1.18969,0.518881,0.908387,0.677631
213550_s_at,0.000264345,0.000378567,2.06011,0.484543,0.00043587,0.000609705,0.367564,0.895655,0.00164646,1.89854,0.334877,0.337127,0.0940902,0.115013,0.204446,0.00260614,0.00231927,0.255467,4.26912,0.000933418
213551_x_at,1.61031,2.2414,1.50395,1.46143,0.672816,0.194133,0.803079,0.0809637,15.7317,0.714057,27.4095,21.8996,9.60601,7.74036,13.2418,1.19917,23.6289,39.6285,0.39381,0.98158
213552_at,1.41056,1.79977,1.27049,0.00236541,0.00133016,3.5447,2.78857,0.175414,0.00433315,0.929207,0.672204,0.258976,0.161877,0.811948,1.26664,3.13968,0.00170422,0.720381,0.82864,0.0250783
213553_x_at,1.55197,0.000116352,0.00194771,2.33517,1.7762,1.1647,1.63128,1.95524,0.00351167,1.30677,0.00146899,0.832193,1.37316,0.00353319,0.273699,0.00071449,0.000945428,0.000812416,3.10254,0.765511
213554_s_at,4.11124,2.83466,2.04123,6.78925,30.7649,4.24279,1.09877,43.7326,2.33141,1.18585,1.30743,113.751,0.00476193,24.3414,67.3932,0.847752,19.5301,36.8064,3.08624,3.51396
213555_at,0.0000694257,1.38123,1.5487,0.961409,0.000830889,7.8025,0.00444469,0.0104974,0.56747,0.415768,0.00184687,0.00290096,0.17123,2.4624,4.93757,0.971573,0.780599,0.00057946,0.620646,0.00252218
213556_at,0.0000860848,3.94873,0.0000741372,41.5327,54.972,167.394,0.0278078,146.27,0.0662999,150.527,0.214374,33.2625,105.491,60.6242,0.149008,0.0896467,68.8252,154.29,0.113718,96.7327
213557_at,0.000271864,1.32388,0.000189362,2.37895,0.00128914,0.00138958,1.20509,0.000830827,0.00573491,0.165781,0.00145784,0.570761,0.82825,0.0016367,4.8995,0.00173704,0.00271696,0.0097219,0.167273,0.000898451
213558_at,2.03239,2.9144,1.14355,2.28335,1.07391,1.66675,3.34224,1.08821,1.46136,2.85168,3.69327,11.4315,6.55109,4.9141,0.885172,0.00145443,7.84219,1.20395,3.4192,0.977756
213559_s_at,1.92656,2.12693,2.60779,0.328077,3.88822,0.41231,0.192163,0.712872,0.00262302,1.86508,0.00171329,0.602734,1.17391,0.00133041,4.03411,1.04628,0.00330757,0.00083031,1.45377,0.00358237
213560_at,0.0000951065,4.98041,1.73111,72.3858,151.485,0.00196023,0.291005,3.20392,0.00761965,3.3031,0.650608,17.388,1.93363,0.683162,9.0019,3.08248,10.4495,0.503581,33.5439,1.01418
213561_at,1.93089,3.16575,1.81044,1.35846,0.11407,1.98903,1.5746,1.57077,0.0528392,0.0065002,1.04576,0.296006,0.299729,0.00104753,0.00115608,0.1804,0.389564,0.0478399,4.48348,0.00173454
213562_s_at,0.000146127,0.000133272,0.0000704667,0.00190782,0.000713649,1.95186,0.00317505,0.398023,0.000594684,1.13518,3.17903,0.00175605,0.539761,1.64831,0.000640166,0.00160026,0.00157629,0.940008,0.000840917,1.22187
213563_s_at,2.62293,2.01774,1.07699,3.67628,0.781715,1.63441,0.188119,1.50554,0.744015,0.00251467,1.05998,0.81541,0.00118962,0.00135539,0.00118588,0.00123626,0.000996052,6.75648,0.00056763,0.000762501
213564_x_at,1.9925,3.56435,0.973011,28.2016,1.38083,0.80116,2.70851,1.73248,1.05671,0.692715,0.360096,2.61395,0.951967,1.75525,2.33813,0.206326,1.15919,2.49175,1.40291,1.45819
213565_s_at,1.19583,1.58299,0.000126967,0.00218011,1.79447,0.265938,0.00292183,0.254654,3.31666,1.36457,3.14664,1.74688,0.499401,0.627202,0.00269391,0.00556056,0.2972,0.75988,0.00509857,0.508624
213566_at,0.000286032,2.69735,0.000419474,0.277763,12.3574,0.540616,0.000826689,14.0095,0.00276698,0.920896,1.24459,0.00269812,3.09214,0.000533374,0.527695,0.00326825,0.000606376,1.7057,7.96869,0.000862823
213567_at,1.41724,2.94232,0.888418,1.89575,0.146323,0.00367725,1.41742,0.232306,0.164882,0.124369,1.22001,0.753527,0.569891,1.21415,0.0946545,0.00230633,0.355974,0.261796,2.04726,2.26624
213568_at,2.30211,0.0000644792,0.0000944221,1.38807,0.00131526,0.00848326,0.651522,0.696138,2.17307,0.00218628,0.528882,1.00384,4.05548,1.36721,1.77267,0.000810416,0.428906,0.312946,0.0011458,0.312345
213569_at,0.0000654786,0.0000588584,1.62356,0.0565975,5.24048,0.331805,0.457845,5.79036,0.000601097,1.1837,0.00126029,0.0152077,1.69267,0.527811,1.14706,0.944771,0.000569909,0.980856,12.0815,1.35729
213570_at,0.00223126,0.000105302,1.98218,3.44842,5.91961,7.61669,1.51963,3.08471,0.0119182,0.00709636,0.00183677,2.91361,0.00109506,0.00106,3.54789,0.00119018,0.492554,0.0387763,2.56053,1.84234
213571_s_at,2.08167,6.72208,0.000058599,5.06633,4.45075,2.2183,2.45887,6.07124,0.00409303,1.69023,0.00348369,0.886534,2.85716,0.0013372,0.932618,2.179,0.149186,0.105458,7.18116,0.712645
213572_s_at,1.8176,22.3997,4.64076,39.615,246.945,0.528146,2.0224,17.1249,1.78266,6.45765,0.00217309,3.39677,8.87044,4.34542,5.76689,0.0173888,3.13148,0.995666,32.3609,0.965804
213573_at,2.94067,4.20396,2.56771,8.30259,9.39563,2.65382,0.616574,1.21892,1.59996,3.7216,23.9648,33.0409,13.9175,13.3947,14.0794,78.7389,11.1602,23.7339,9.56614,29.7661
213574_s_at,9.61018,2.31851,0.000131181,3.68854,0.00126836,0.00348275,0.000553551,0.000670231,0.00158154,1.52952,2.24725,0.787545,0.27631,4.21719,0.00286567,0.560809,0.0877317,0.33417,1.9254,1.50927
213575_at,0.0000733129,0.000973292,1.53733,0.00219913,0.3976,3.63315,0.00232169,3.08513,0.00144524,0.294978,2.39114,0.939271,1.48437,3.5296,0.00183715,0.00193151,0.936286,1.70234,0.269394,1.17034
213577_at,3.36685,8.74469,1.21135,8.12108,3.97991,3.26774,1.13925,2.66042,1.80337,1.31832,5.91996,3.17893,5.53545,0.00147393,8.18577,9.21684,6.49194,3.37391,5.91988,15.0153
213578_at,62.3817,174.858,1.42513,84.3222,441.753,179.553,0.0389947,0.231333,0.668088,29.1877,3.51058,0.958694,0.814526,0.00200768,0.00325612,0.0105451,0.780762,0.00875302,2.87162,0.0064646
213579_s_at,1.60571,0.000107179,0.0000710183,0.00105477,0.0039645,0.539481,0.0359289,1.81583,0.0216201,0.923787,0.585366,0.61812,0.00287072,0.00170199,0.000548957,0.000459315,5.67007,0.582386,0.748249,0.00135092
213580_at,2.51631,2.36145,0.000148589,3.95361,0.612393,1.35703,1.98838,0.0701376,0.00175175,2.0152,0.00187018,0.000929373,0.00262575,1.66592,0.00138372,0.000790047,0.480061,0.112562,0.000418109,1.13831
213581_at,2.02836,1.60468,3.23165,0.918815,1.0709,0.0040939,1.58867,0.00135692,0.00440301,0.544224,0.00304395,0.00148556,2.11128,0.686744,0.0072164,1.47615,0.722283,1.93457,1.10524,1.75657
213582_at,1.00428,1.22426,2.87715,0.520663,3.6455,0.499855,0.20256,1.00395,0.388546,0.00252065,0.00178401,0.00243643,1.14361,0.00125706,0.630084,0.00126882,1.48398,0.688164,2.97165,0.00940589
213583_x_at,1.28666,224.271,59.5411,1660.32,1200.01,6.25062,8.98594,171.147,14.1997,48.5347,0.00395829,28.591,46.1946,53.6796,30.6797,16.5381,2.34094,6.29614,34.2337,2.92636
213584_s_at,0.0000794856,1.8395,2.1184,0.764148,0.245591,1.13274,1.11028,1.46998,0.898109,0.00119152,0.000612406,0.00187398,0.00168163,0.0011971,16.1587,0.000680497,0.00221014,0.00104327,0.00143889,0.00100357
213585_s_at,8.62313,2.68807,0.000131214,0.00158783,2.9836,28.4575,0.0171134,36.9388,1.65665,50.9905,49.9339,0.0199439,7.35201,5.95109,7.41157,17.0806,10.8691,17.4539,17.2861,11.4665
213586_at,1.72736,3.12643,1.71291,0.204025,0.0030209,70.2771,0.00114095,0.160584,26.1331,16.281,0.00219433,226.664,76.9506,96.1958,28.0447,469.024,269.924,0.00223413,4.14247,252.67
213587_s_at,0.000039355,1.96724,1.75564,8.32421,0.000499274,0.000883616,0.0602652,1.44159,0.134783,0.00268507,0.00402125,0.648456,2.47022,0.000883783,0.00123506,0.000700247,0.225228,0.00402921,0.295979,0.455196
213588_x_at,4.25568,248.165,86.6418,1501.95,1459.94,15.8294,13.1105,234.595,19.1449,65.025,1.80237,35.5124,70.9521,64.256,37.0458,43.3548,6.06028,17.5221,77.1511,2.73081
213589_s_at,1.85702,1.40632,1.21646,0.868774,1.4539,1.36859,1.37822,0.367179,2.06333,0.803538,0.00187127,0.00222846,1.11139,3.49629,0.000903829,0.0673742,0.000851226,0.000504499,0.00178055,0.136491
213590_at,2.33525,2.3745,2.12718,0.450337,2.93977,1.64391,0.00258491,0.54068,2.47413,0.0835866,6.11651,3.95742,1.10764,0.00982721,0.00270947,1.06031,2.8644,0.0448977,0.853125,2.22946
213591_at,2.75176,0.0000899686,0.00113481,4.18166,2.31822,0.280486,0.00169551,1.21421,0.001631,0.48401,0.000681716,0.00419588,1.50278,0.000532169,2.11593,0.000528954,0.321209,0.00298203,1.35658,1.64176
213592_at,1.18089,0.000215519,0.000112302,0.915865,1.78935,0.561435,0.271468,1.6912,0.254486,0.319379,0.29489,1.16966,0.739125,0.029025,0.271621,4.66484,0.605223,1.22805,0.610111,0.851963
213593_s_at,1.68737,2.2316,0.0000985243,2.25512,0.00258978,0.754498,2.30931,0.712404,0.0216155,3.34679,2.8762,0.00460283,0.686524,0.00102272,2.09802,0.0113633,1.04164,0.815885,0.184694,3.11274
213594_x_at,1.57156,1.83986,1.43411,0.71772,0.00171714,1.40094,0.00714408,1.2682,0.611855,2.92935,1.14861,1.48997,1.64953,2.581,0.550192,1.07594,2.56137,1.63804,0.125766,2.03405
213595_s_at,1.50964,1.44911,0.0000908404,0.0029048,1.7264,1.77553,0.0907128,0.732686,0.0048215,3.10229,0.0293955,0.153344,1.59057,0.0135212,0.590651,5.04128,0.375036,0.216892,1.96352,1.911
213596_at,1.2096,0.000162181,2.0943,1.78214,0.00153266,0.465927,0.00117074,0.00413364,0.653143,2.15669,0.883672,6.0602,0.00293527,0.00057039,0.110519,0.368049,0.924603,0.00141401,0.00196508,0.00144765
213597_s_at,0.0000725727,1.4411,0.0000519344,3.05856,1.31098,0.489048,2.19571,0.00195258,0.00258712,0.00336778,0.147695,0.00048395,0.000895485,0.000411413,0.000993708,0.00114348,0.812063,0.000456038,1.67572,0.00173707
213598_at,98.9391,3.23904,0.000167566,3.79264,0.265557,0.250453,1.84322,0.909691,1.01175,1.7328,1.10346,3.01148,1.16795,1.29715,1.73562,1.61993,2.72696,0.623522,1.98506,4.2998
213599_at,2.18397,2.06535,2.92938,0.00828278,0.00412827,2.03157,0.0129259,3.33786,1.73063,0.00487448,1.67885,0.233626,0.175918,0.00170033,3.19968,0.00117169,1.77518,0.520129,0.00305468,0.00165754
213600_at,1.41266,0.817145,1.66544,0.00800916,2.80067,0.000992185,0.800751,0.0018867,0.00233242,0.293312,0.00298413,1.25001,0.00213432,1.96201,0.570523,0.0028994,0.00176935,1.16452,0.00193084,0.954452
213601_at,2.62549,3.87747,2.64503,25.7517,1.51044,0.00176978,0.314315,1.71992,0.204965,0.224183,0.26594,0.00106562,0.00431246,0.5524,0.000683674,2.9854,0.00791142,0.1713,4.22741,1.44185
213602_s_at,3.1135,1.70992,0.91852,0.388774,0.00308824,0.734265,0.00126385,0.00163474,1.39105,0.151376,0.0013084,0.475866,0.133007,1.59324,0.00120351,4.3187,0.0585687,0.250758,0.00337298,0.000625977
213603_s_at,2.71759,18.6062,7.86065,187.749,827.463,0.407754,1.44501,77.6104,1.39382,19.719,0.00250592,0.0266829,21.1008,9.42429,14.518,0.00545269,0.0047631,5.52902,206.678,1.24319
213604_at,3.59235,0.000231346,3.04533,4.63745,0.438749,4.07092,4.07662,4.887,2.22177,2.94963,5.24974,4.58326,2.16569,4.70869,2.86512,1.31353,2.83985,4.81817,2.26793,8.56573
213605_s_at,1.27278,0.0010096,1.39736,1.18692,0.00326703,0.199886,0.00194295,2.35817,0.000689325,1.35635,2.85342,0.123775,0.396245,0.58154,1.64241,0.00392001,1.32637,0.622931,0.00106812,1.80104
213606_s_at,760.85,535.958,6.89951,1817.06,606.545,1110.76,1438.78,918.894,1049.99,1229.13,1757.62,1798.37,1795.75,1924.66,1656.37,2156.18,1509.87,2262.88,1548.24,2217.4
213607_x_at,1.89032,1.25208,0.0000655999,0.00238925,0.431651,0.00102517,0.198602,0.456328,0.00285685,3.58277,0.0104651,2.07988,2.78453,0.552999,4.23222,0.722022,0.877878,6.08447,0.870934,1.10727
213608_s_at,2.3441,2.72874,0.000209806,0.498344,0.0292737,1.7042,0.000995873,0.144295,9.84822,5.25724,0.000807903,1.13919,55.3332,22.0294,0.00199961,0.00100347,152.844,0.00112355,0.277037,3.06082
213609_s_at,3.26007,1.39618,1.38377,0.570011,1.12894,0.263617,0.503777,0.187835,0.51591,9.81448,12.6196,28.5745,39.8208,78.6209,24.4511,50.0929,107.246,34.7931,9.16421,2.05217
213610_s_at,0.0000746255,1.74691,1.39914,1.6779,0.806517,1.85051,0.142694,0.00496119,2.62879,0.469495,12.4127,4.87667,7.63462,9.09642,5.77681,14.5107,6.16004,13.9082,5.3385,0.891908
213611_at,1.60616,1.9943,1.33899,0.939069,0.000989144,0.000672516,0.670922,0.903088,0.980217,1.17136,0.000674813,0.00129635,0.000722903,2.66224,0.504197,0.00100633,0.000390123,0.000608441,0.619465,0.000274368
213612_x_at,1.26248,7.98883,2.01905,5.77142,4.72771,0.783593,0.901016,6.14942,0.749927,6.70109,0.00608879,1.62728,4.65106,1.50297,2.0416,0.121432,1.62432,1.11465,26.9803,0.878879
213613_s_at,0.932398,3.43791,1.92246,4.971,45.6586,1.21546,1.50259,4.57274,0.715953,1.08231,0.00220888,0.000715171,2.8108,1.34312,2.36976,0.00215751,1.01395,3.03189,12.5476,1.38055
213614_x_at,2.3441,165.218,48.2821,1484.09,1010.81,4.26327,4.45424,150.828,13.7323,41.2496,0.00393275,24.517,41.7959,47.7363,27.9244,14.1704,1.23925,2.80809,24.349,0.864193
213615_at,1.50252,0.0000721832,1.14006,0.961904,0.00207332,0.00368961,2.30643,1.91229,0.64397,1.02226,3.36297,0.110388,0.677569,0.348804,0.446342,0.697925,0.559535,1.2132,0.775867,0.863966
213616_at,2.2027,1.36982,1.43319,0.00389789,0.201027,1.4694,0.792395,1.63094,1.57513,2.20079,0.00395403,0.466388,0.00345521,2.70355,0.580225,1.1238,0.0012735,0.44717,3.22148,0.00116395
213617_s_at,2.28682,2.29567,1.57018,1.31466,1.52017,0.00176601,0.390448,0.00145046,0.0034222,0.00693121,0.655202,1.05793,0.688138,1.56509,0.124165,1.33904,1.80612,0.491043,1.77503,0.00322934
213618_at,1.70561,0.0000652466,1.71996,2.91996,1.91426,0.00263657,0.0012125,1.2179,0.00174573,0.493299,0.00110382,4.20073,0.370702,0.271301,0.5878,0.000733117,0.00085849,0.854527,0.000777877,0.000901186
213619_at,1.41948,3.17217,0.00019867,0.000503394,3.18858,2.89523,0.000886459,0.00144449,0.00178714,0.359676,0.00378885,3.74187,0.315374,2.0738,2.34498,0.701054,0.0165668,0.0023894,1.45416,1.35521
213620_s_at,2.08526,1.78942,0.771001,1.17652,0.108187,0.790287,0.0204323,2.30337,0.328354,1.71897,0.756481,6.19158,0.837678,1.14765,0.841117,0.00635313,1.32737,0.384116,0.234485,1.48458
213621_s_at,5.48121,4.02531,2.06745,5.47513,0.158301,5.60097,5.08094,14.0337,19.0978,6.74582,93.148,52.6519,18.1947,15.8678,28.5857,0.50784,61.2356,47.9861,9.63632,41.9856
213622_at,2.65578,0.687443,1.50647,0.00254528,0.00195772,6.22463,0.624128,0.670388,0.560753,0.912759,0.00114356,0.00136357,1.02939,2.15241,0.185359,0.29513,0.00537091,1.73611,1.47953,0.686938
213623_at,3.03311,3.18663,0.000265353,0.00334353,0.0187708,0.000831135,0.398827,2.85314,1.68707,0.000734125,0.00109857,0.319541,0.725975,0.908003,0.00131074,2.02364,0.809945,0.882329,1.22503,0.000997021
213624_at,7.5438,1.08378,2.77496,0.00683663,0.00128189,0.0157215,1.33245,2.82131,1.28365,0.00297484,0.247011,2.14701,0.0394102,0.00838591,0.960922,0.00171567,1.35058,0.957367,0.686702,2.13699
213625_at,2.26281,2.77152,0.000154082,0.606795,1.44124,2.88444,79.0306,0.671766,4.72132,18.5296,1.49131,28.0843,35.1084,1.35159,3.22978,91.5041,4.71851,170.387,20.8376,133.131
213626_at,3.29952,3.30541,1.56155,1.50316,0.00174313,0.00100973,0.0022929,0.800022,1.4715,2.07936,2.09477,0.164236,0.401597,2.6979,0.474653,0.0035748,0.312294,0.686092,1.78555,0.0024667
213627_at,0.0000565015,4.99961,3.1086,4.25696,1.96315,1.52407,0.00291681,8.27346,0.521699,4.29092,0.00488838,1.21669,1.87816,1.27722,2.02514,0.29321,3.51527,2.41857,0.952395,0.0482151
213628_at,2.11192,3.58101,0.000293823,4.81442,0.505444,0.000686758,0.107648,0.884306,0.00515487,0.00183612,0.458616,0.0114629,0.0305477,1.95774,1.8872,0.00167659,3.4916,0.397371,0.49153,2.04922
213629_x_at,4.6173,6.63142,2.64501,5.51497,3.62599,1.88081,2.6539,2.04854,0.00851,5.54876,134.89,116.419,102.502,126.616,93.5592,313.404,291.473,224.962,166.427,102.197
213630_at,2.92384,1.90398,1.19863,0.380692,2.60958,0.00105735,0.00231123,0.000778037,1.27722,0.000717921,0.00126747,0.00123974,0.0013906,1.02302,1.38572,1.27713,3.01282,0.00648006,0.181831,0.00224884
213631_x_at,260.699,2.54646,1.50183,5.29885,2.69103,93.5326,150.077,110.181,102.952,187.289,411.801,297.531,172.165,200.966,238.761,149.24,406.039,617.509,266.243,378.468
213632_at,2.01967,2.84999,0.000197935,0.041022,1.06476,0.131234,1.01346,3.48917,1.49993,1.19119,2.19272,1.42796,0.102903,0.00299284,0.823472,0.69752,0.21623,1.99412,1.47873,0.702693
213633_at,7.4854,0.000078151,2.68127,10.6277,0.16768,28.5332,5.3888,33.5519,23.1562,0.436986,62.7757,39.7405,0.0613302,11.935,154.455,0.00236405,33.5801,24.9086,13.6631,0.054163
213634_s_at,1.8744,2.2327,1.4927,2.06726,2.75334,0.00376398,0.00687969,0.345022,0.00135049,0.551509,0.287259,2.2305,0.207723,0.816746,0.206815,0.000931024,0.00280083,0.0033561,2.17414,0.56845
213635_s_at,2.97055,1.40384,1.91402,4.2481,0.263222,0.00687908,2.72894,0.146321,1.12336,0.74809,5.25226,2.2465,1.5137,1.62322,0.0143179,0.47669,0.0078434,0.955254,1.24907,0.00318962
