ID_REF,Breast cancer saliva-1,Breast cancer saliva-2,Breast cancer saliva-3,Breast cancer saliva-4,Breast cancer saliva-5,Breast cancer saliva-6,Breast cancer saliva-7,Breast cancer saliva-8,Breast cancer saliva-9,Breast cancer saliva-10,Healthy control saliva-bc1,Healthy control saliva-bc2,Healthy control saliva-bc3,Healthy control saliva-bc4,Healthy control saliva-bc5,Healthy control saliva-bc6,Healthy control saliva-bc7,Healthy control saliva-bc8,Healthy control saliva-bc9,Healthy control saliva-bc10
219442_at,0,1.94,8.1,0,0.89,2.81,0,0,0.02,4.72,1.94,7.76,0,2.76,0,0.01,0,0.38,3.67,5.93
219443_at,24.94,0,0,3.24,0,0,2.81,43.41,0,0,9.3,0,14.24,0.01,0,27.72,15.87,15.25,24.1,1.2
219444_at,49.82,34.86,155.35,106.66,118.86,42.04,41.54,0.02,0.69,0.01,0.02,16.58,15.84,184.07,20.33,26.95,38.72,23.03,81.81,0
219445_at,447.87,112.14,0.25,230.53,0.87,134.29,210.82,207.16,61.04,9.71,122.32,234.05,162.36,39.94,215.43,116.64,0.14,141.41,0.09,0.35
219446_at,14.79,33.37,60.91,18.42,0,1.43,9.51,1.9,10.2,1.67,3.1,12.74,0.6,3.88,31.89,5.34,7.02,4.45,3.58,1.89
219447_s_at,3.17,6.04,11.37,0.96,0.61,7.18,16.13,0,7.36,0,3.96,9.4,5.95,5.76,2.9,0.01,8.45,8.47,7.53,10.46
219448_at,2.25,0,0,0,0.22,0.37,4.25,2.04,2.27,0,2.15,0,1.55,0,0,0,2.4,2,0,0
219449_s_at,0.02,0.01,0.07,2.33,0.01,4.42,3.92,7.81,1.78,4.17,0.73,0,2.39,3.29,0,0,0,2.3,5.09,0.36
219450_at,195.42,62.67,184.84,75.47,47.05,16.41,40.99,208.32,105.7,160.91,348.05,67.97,90.51,118.49,223.22,187.08,71.54,31.52,80.31,2.49
219451_at,1.13,6.54,2.33,0.01,0,1.56,0,9.48,2.67,6,0,0,0.83,0,1.21,6.62,0,0.01,7.38,0
219452_at,5.75,6.12,15.37,1.59,2.87,5.35,0,1.09,3.04,0.01,1.18,3.72,2.88,1.22,3.29,5.11,3.66,1.77,2.61,1.24
219453_at,11.31,18.85,1.22,11.83,25.35,18.07,1.79,46.7,151.88,8.27,36.37,122.83,146.2,137.52,132.54,43.16,63.58,76.55,12.75,185.18
219454_at,3.82,0.22,3.12,3.59,0.01,0,4.94,4.96,0.01,0.21,35.44,0.02,3.65,1.14,2.34,2.51,7.9,3.68,6.39,0
219455_at,0.4,2.49,1.9,3.23,0.05,0,5.18,6.19,6.21,12.65,0.01,2.64,0.03,7.34,1.16,2.58,2.04,0.01,6.47,7.1
219456_s_at,755.84,601.17,1038.15,829.16,684.07,897.45,976.22,1232.26,1206.94,1205.63,804.75,760.18,1238.04,1403.04,1275.28,1045.18,1177.68,944.45,1148.63,1166.6
219457_s_at,2.52,0,0.39,4.61,1.53,4.06,0.35,2.42,2.23,1.47,0.01,0.91,1.22,1.67,0.03,0.96,1.68,1.58,24.29,0
219458_s_at,15.19,0.02,0.77,97.92,26.31,14.84,18.9,29.41,57.4,34.01,9.74,254.56,312.22,100.2,1.15,35,7.53,3.07,65.69,0.05
219459_at,2.89,8.2,8.46,1.98,4.56,0,5.69,3.42,0.73,0,2.11,0.01,6.6,7.61,2.44,5.34,1.88,5.7,7.2,4.82
219460_s_at,0.78,1.8,0,2.41,0.86,0.01,1.05,0.01,11.77,6.2,1.34,1.8,0.01,0.38,1.67,2.09,1.84,1.71,0.2,2.48
219461_at,2.8,4.08,0,0.28,4.78,0.61,1.06,0,1.15,0.23,2.06,0,9.25,0,1.24,1.64,0.31,0,2.61,2.56
219462_at,0,4.5,0,0.47,0,0,3.23,0,0,0.17,0,0,2.2,2.68,4.52,9.72,0.01,1.57,5.22,0
219463_at,464.15,337.07,723.8,784.6,547.8,1101.99,590.97,732.07,221.4,757.46,379.65,559.69,589.31,378.25,330.73,269.13,284.07,410.07,676.82,268.82
219464_at,10.72,89.1,44.04,16.68,56.72,53.9,88.62,19.77,99.17,12.76,71.83,12.24,2.27,97.44,181.47,170.53,124.26,39.06,35.62,82.64
219465_at,0.21,1.78,4.26,0,1.24,0.01,2.91,4.59,12.02,2.58,0,2.24,0,0,1.97,0,5.62,7.94,0,0.01
219466_s_at,2.27,0.99,4.05,1.71,1.55,2.12,2.47,3.61,1.19,2.55,20.82,1.85,0,0.1,0.08,0,0.2,0.92,5.73,0
219467_at,1.7,0.01,109.14,64.31,67.35,0.01,2.79,2.53,32.82,4.72,13.32,1.73,0,0,32.66,5.19,0.01,0.01,66.93,64.34
219468_s_at,0,4.76,0,0,2.27,0,0.01,1.64,0,5.22,4.52,0,0,0.72,0,3.6,0,1.73,1.03,5.41
219469_at,1.78,0,7.4,3.18,0,0.11,11.31,0,0,0.01,5.7,3.68,1.19,8.16,0,5.62,3.97,2.55,4.79,1.02
219470_x_at,18.1,5.1,0.01,1.24,5.1,2.91,7.11,3.37,28.35,0.36,4.99,0,4.79,1.11,4.06,0,1.24,2.15,10.96,0.01
219471_at,2.95,0.01,0.47,0.01,7.47,12.86,1.74,0.01,5.01,0.01,1.78,7.86,0,0.99,0.04,3.15,2.31,1.31,0.02,10.06
219472_at,3.01,0,6.93,6.07,5.11,4.39,0.01,3.53,4.44,4.19,4.88,6.52,0.01,0.02,1.54,1.06,6.74,3.52,1.45,0.14
219473_at,0,6.52,5.99,7.28,4.73,4.01,0.02,0.26,1.37,5.21,2.77,4.59,0,5.33,7.29,1.25,3.6,1.48,0,2.23
219474_at,704.24,740.86,653.66,483.09,699.4,1138.43,787.16,513.8,904.82,497.61,1081.77,1106.82,942.92,991.57,833.41,1146.64,1015.1,606.45,619.06,580.89
219475_at,10.61,0.01,0,1.51,6.98,4.69,2.84,6.91,4.01,0,2.14,12.84,0.36,0.05,0.02,1.57,2.36,0.01,0.84,0.01
219476_at,22.99,0,5.95,0,5.55,3.16,5.19,0,0.02,0,4.25,0.05,7.78,3.9,3.37,3.96,5.69,0,0.01,1.98
219477_s_at,3.26,0.07,3.03,5.82,1.22,0.01,1.63,0.49,2.17,3.3,4.76,1.66,3.26,0,2.42,0,3.21,4.26,0,0
219478_at,680.91,586.01,663.02,413.75,153.11,409.59,759,334.89,414.86,593.26,537.53,456.34,667.91,674.63,844.36,59.78,1178.55,380.04,592.64,446.65
219479_at,1.98,0,4.3,0.32,0,0,0.47,1.94,1.05,0,1.35,0.15,1.84,0,1.59,0.71,0,1.8,2.84,0
219480_at,1234.29,1019.24,1354.7,1233.5,1883.84,1295.17,1271.57,1940.54,1427.41,1275.44,1051.47,1342.11,1253.99,1291.38,1260.47,1729.69,1647.08,913.73,1421.43,1017.81
219481_at,2.25,4.11,2.04,4.36,0,4.01,9.66,0.17,1.53,2.49,2.24,7.4,2.71,0.34,4.15,6.84,3.66,6.7,1.99,5.65
219482_at,0,0,0.9,0,0.2,0,1.04,0,0.1,0,1.94,3,1.61,0,0.09,0,0,3.94,3.87,0.29
219483_s_at,0.76,1.44,1.72,6.75,0.64,0,1.23,0,2.54,20.71,1.98,2.5,0,3.67,2.69,3.84,3.17,10.15,1.02,0.95
219484_at,2.29,0,1.68,0,0,0,0,0,10.91,2.01,0,3.4,1.77,0.05,0,1.11,0,0.2,1.13,0.01
219485_s_at,0.03,8.34,5.57,0,6.96,0,2.21,5.53,0,0,0.01,0.77,4.46,0.01,0.76,7,3.3,3.8,5.51,4.92
219486_at,0.01,1.17,0.82,0,9.65,0,1.97,0,5.06,3.61,1.04,2.21,4.49,11.87,1.53,0.48,0.01,4.22,0.59,2.51
219487_at,5.98,6.2,3.61,2.25,4.57,1.22,18.26,3.57,2.37,1.62,0.01,6.2,5.78,7.43,0.2,2.66,0.15,2.09,0.01,3.01
219488_at,0.01,2.28,0.03,0.01,4.79,0,1.41,2.23,2.49,2.82,4.47,1.37,1.33,6.62,3.26,0.46,1.12,7.14,4.15,1.19
219489_s_at,373.84,181.37,267.43,957.05,111.1,381.16,346.29,230.26,233.79,340.48,98.2,73.05,248.24,82.38,60.18,145.88,119.57,508.01,390.44,613.48
219490_s_at,0,4.06,0,6.89,4.45,0,1.24,2.63,15.41,2.69,3.22,3.28,0,3.96,3.29,10.26,0.01,5.61,3.24,11.22
219491_at,2.57,0,2.41,0,0,0,7.83,0,2.66,2.93,0,3.08,2.42,0,0,5.2,0,0.84,0,2.25
219492_at,0,0.2,0,2.54,1.85,0,1.73,0,1.53,0,1.85,0,0,0.8,0,0.01,0.37,3.57,1.51,9.31
219493_at,0.01,9.27,0.01,1.19,3.08,2.49,8.54,0.9,0,4.4,4.62,7.73,2.99,0,1.79,1.04,0.06,0,0,2.14
219494_at,7.41,2.82,0,2.32,2.31,0,9.74,0,2.6,0.01,6.82,2.6,0.53,1.93,0,0.01,0.97,9.83,0,3.47
219495_s_at,120.39,142.23,314.76,215.78,113.21,189.15,111.76,1.13,296.26,57.55,314.59,157.54,138.66,224.08,85.61,562.82,88.88,285,201.21,611.63
219496_at,1.67,1.13,6.89,12.01,5.49,20.23,1.65,1.36,0.01,2.08,2.34,9.54,3.91,2.42,9.33,4.11,0.01,4.69,14.36,3.97
219497_s_at,2.93,0,0.17,33.36,0,0,0,2.31,0.01,0,0,2.28,0,4.24,1.32,1.54,4.29,1.45,0.01,3.25
219498_s_at,117.65,65.11,66.16,18.27,29.82,63.75,76.27,156.23,468.57,110.68,265.36,305.59,316.68,228.36,336.67,175.7,291.5,505.14,226.92,345.28
219499_at,7.45,2.44,4.59,0.01,2.63,1.39,0.72,2.85,0.02,0,3.34,0.01,1.32,3.92,0,3.1,0.01,7.62,2.22,0
219500_at,6.68,3.45,0,0.01,1.69,2.26,3.48,0,0.01,8.21,1.94,2.21,0,0.95,4.43,5.29,0.05,0,0.02,0
219501_at,8.52,2.45,3.26,0.29,1.99,0.02,0.39,11.82,0.01,0,0,0.41,3.68,1.75,3.12,3.39,4.99,3.28,15.24,2.85
219502_at,5.63,2.8,4.94,2.36,0.01,1.41,5.89,0.02,0.21,0,0.52,9.08,4.57,3.02,2.09,0.01,1.18,3.64,5.21,0.02
219503_s_at,0.67,2.71,0,7.02,2.64,0.81,0.01,0,0,0,4.37,2.67,0.6,8.44,0,0,0,2.21,0.01,0
219504_s_at,7.18,3.75,11.41,6.15,7.16,37.17,6.95,7.48,2.76,5.18,3.93,25.79,4.75,5.36,1.74,0.91,4.05,2.18,15,14.48
219505_at,1792.39,2086.43,1933.1,1741.96,1878.22,1741.1,1576.9,2206.59,1880.1,2268.78,1778.11,1775.22,1884.9,2130.89,1845.43,1988.78,2217,1191.72,1654.36,1425.75
219506_at,164.11,472.9,294.31,88.64,122.08,121.54,54.54,120.93,133.15,159.4,151.06,258.77,377.12,176.45,272.83,142.43,129.69,80.26,99.82,43.48
219507_at,3.42,0.02,2.8,3.69,0.73,5.83,3.86,4.72,7.65,2.81,0.5,1.68,2.94,5.68,0,12.68,8.54,6.51,3.73,0.65
219508_at,5.87,0.01,2.14,3.25,0.01,2.92,0.93,0.74,4.34,2.99,6.77,7.35,3.75,2.07,1.1,0,1.53,0.12,5.86,0
219509_at,11.84,5.49,2.65,5.41,4.48,5,1.26,14.75,14.98,6.9,7.97,19.15,3.57,4,7.03,8.01,4.25,4.33,4.24,3.17
219510_at,0,0.01,4.54,0.52,17.29,7.18,8.69,0,4.59,11,2.35,2.51,0.01,0,5.69,3.28,2.19,5.87,11.7,0.01
219511_s_at,0.01,30.02,0.03,0,3.92,4.41,3.74,6.32,10.13,0.03,6.44,132.45,0,139.89,111.68,0.39,61.13,66.22,4.54,16.98
219512_at,0,6.27,2.11,3.25,6.82,0.68,3.5,1.12,2.58,2.82,4.23,0.01,6.43,5.39,4.46,3.31,3.06,2.38,4.83,1.35
219513_s_at,4.1,2.87,0,1.23,4.6,3.97,1.68,3.43,6.94,1.02,9.26,5.03,3.29,8,8.49,3.31,2.61,3.63,4.05,5.71
219514_at,0.24,6.31,4,2.01,2.72,3.85,0,0,1.65,2.41,0,0,0,0,7.47,0,0,13.31,2.25,0
219515_at,11.07,10.78,0.01,6.59,5.22,4.95,3.14,0.21,9.96,7.8,2.07,6.1,5.83,2.5,4.63,1.79,1.78,3.36,0.98,0.98
219516_at,0.15,22.14,0,2.3,0.08,0,0,2.14,0,1.13,5.79,0.19,2.86,0,0,0.21,1.04,0,0,0
219517_at,7.69,6.49,6.55,0,0.81,6.9,0,0,0,7.65,0,0,2.43,2.91,1.45,4.91,1.98,0.01,0,1.35
219518_s_at,4.18,0.55,2.56,0,0,2.16,17.77,6.74,3.05,0.51,5.34,1.67,0.01,0,0,0.01,0,0.02,3.24,0.33
219519_s_at,0.01,3.88,4.51,2.99,0,1.68,0.6,1.92,0,1.79,2.76,5.47,3.85,0,3.01,0,0.99,9.84,3.49,0.83
219520_s_at,0.01,3.02,0.04,2.28,0,0,0,3.88,1.94,0,2.86,1.95,1.46,0,0,0,5.05,0,1.4,0
219521_at,2.14,0.01,0,3.35,0,0,5.98,0.33,5.77,0,1.87,0.05,1.45,0,1.21,0,0,0.2,0,0.01
219522_at,1.83,5.66,7.88,1.33,7.78,3.33,1.28,0.01,5.73,10.54,3.72,2.98,11.93,9.08,1.64,3.03,0.01,0.01,0.01,16.25
219523_s_at,4.01,0.45,0,0.36,0,3.56,0,4.39,0.01,0,1.63,0,1.73,0,2.85,7.56,4.41,1.89,0.01,0
219524_s_at,9.96,3.16,15.65,0,3.29,2.25,0,3.36,3.48,1.69,0.18,0,0,6.98,2.87,0.79,0.55,0.84,1.06,2
219525_at,0,1.07,6.26,6.25,2.14,2.65,9.05,3.21,0,0,3.31,4.57,0.01,0.98,0,2.19,4.67,0,0,0
219526_at,568.64,137.22,123.42,101.15,58.75,148.99,83.71,204.78,203.54,258.66,244.31,145.61,189.52,314.72,204.37,253.07,273.77,145.22,206.82,115.99
219527_at,2.22,0,5.46,0.01,2.99,3.88,0,0.01,2.87,1.27,1.49,0.98,3.95,4.33,0,1.58,0.01,4.49,1.39,0
219528_s_at,1.5,1.98,1.68,3.59,6.4,1.23,9.42,0.8,3.86,1.01,0.79,8.3,4.67,11.5,3.11,0.03,8.23,5.32,0.47,11.66
219529_at,2.52,6.41,4.3,2.92,3.57,4.46,0,2.21,0,0,1.62,3.43,19.07,1.44,0.74,0.01,2.65,3.44,4.67,7.18
219530_at,1.88,6.27,7.22,0,6.9,0,0,0,0.01,1.19,0,0.62,1.4,6.3,2.55,0,0,0,0,0.06
219531_at,0,5.13,0.01,4.35,0.02,0.01,7.42,5.46,2.96,12.79,0,0.95,0,4.12,2.5,2.12,0.85,6.25,0.01,10.8
219532_at,1.34,11.64,0,1.1,0,1.01,4.31,0.25,0.33,3.05,0.04,4.66,0.45,0.4,1.37,0,3.27,0.46,0,3.61
219533_at,2.71,0,0.01,2.08,1.64,4.23,6.45,7.11,6.83,0,6.65,0.03,0.01,3.37,4.58,0.89,3.43,5.07,2.06,0
219534_x_at,0.02,0,0.01,6.86,0.38,0,0.01,2.99,0,8.29,0.25,2.83,0.02,4.49,1.37,0.85,6.35,7.03,1.76,7.44
219535_at,0.01,0.01,5.87,1.94,0,4.19,0,0.01,16.16,2.34,8.39,12.77,6.34,12.06,7.75,3.48,40.43,15.86,2.34,5.18
219536_s_at,3.42,4.77,0.01,2.41,5.09,0.66,1.04,4.52,8.62,4.13,1.28,9.16,4.64,0.01,2.91,0,0,9.44,0.01,3.06
219537_x_at,3.84,0,0.04,0,0.57,5.49,0,0,3.8,0.01,2,2.59,2.03,0,0.03,5.06,7.09,2.47,5.64,3.43
219538_at,71.21,7.48,10.83,2.74,7.64,5.71,30.99,5.86,54.36,3.83,49.73,11.27,6.36,21.5,0.01,0.01,0.38,4.59,9.49,4.34
219539_at,557.71,334.76,267.88,204.17,417.72,208.41,667.49,404.17,999.41,204.61,1233.81,777.31,1310.03,799.1,1076.02,642.02,684.61,767.22,311.14,1182.32
219540_at,0.63,2.48,0,4.17,5.99,3.23,0.01,2.66,7.06,0.51,3.91,1.78,1.94,2.95,7.63,3.55,0,0,7.22,4.09
219541_at,0.43,0.01,9.02,1.35,4.78,1.82,0.4,0.02,0.01,7.61,5.5,3.51,0.01,9.1,0.48,4.2,0.82,4.48,2.16,4.04
219542_at,1794.25,1504.07,1291.66,871.11,1563.26,1885.53,1471.92,1144.54,1888.76,1487.55,2136.58,1760.21,1675.51,1513.53,1432.32,1784.75,1032.43,1537.86,956.48,1104.24
219543_at,1.22,4.85,0.01,2.42,4.07,4.74,1.89,0.85,0,31.74,15.67,1.29,0.01,1.24,0.62,3.05,2.37,1.44,3.6,0.01
219544_at,0,0,1.71,2.14,4.58,0.01,5.55,1.91,0.05,0,6.32,0.16,8.19,0.39,0.01,0,2.09,11.42,0,0
219545_at,167.43,313.58,477.24,240.16,455.91,309.05,257.84,328.17,224.46,425.41,320.78,325.55,78.57,99.09,340.93,234.7,17.36,181.71,221.52,37.93
219546_at,0,6.65,0.61,0.01,0,5.91,0,0,2.36,0.95,1.01,0,0,0,0,0.56,0.01,0,3.89,0
219547_at,2.61,2.93,1.26,3.14,3.62,3.47,3.22,0.01,2.64,1.56,2.24,8.34,6.56,0,1.64,7.06,13.78,9.53,10.42,7.98
219548_at,6.03,1.07,0.34,4.34,1.07,4.74,0.82,0.95,2.56,0.65,2.97,3.66,0,12.58,8.57,3.24,1.95,2.79,2.76,10.07
219549_s_at,0.88,1.42,0,0,2.23,4.52,1.43,2.34,0,0,0,0,5.19,2.9,1.2,2.24,0,2.52,0.9,0
219550_at,1240.1,1149.84,1234.1,1216.91,1496.02,1508.39,1050.82,746.58,1045.88,440.25,931.8,1126.48,946.49,833.85,1002.89,1318.11,1696.93,2244.41,1196.54,1101.3
219551_at,1282.92,597.4,994.07,692.12,712.38,172.6,970.52,801.23,1121.29,146.37,1226.24,1360.82,1068.63,570.23,1176.66,1324.24,1387.53,1183.94,433.8,843.09
219552_at,0,1.78,1.21,1.01,2.91,0.15,0.65,0,6.56,0,10.86,2.01,1.03,2.89,0.27,4.33,0,0,2.76,0.63
219553_at,0.7,2.51,4.3,0.68,3.17,1.18,2.39,1.15,49.23,2.56,70.85,0,3.05,26.49,69.51,6.06,40.71,11.03,0,3.21
219554_at,1136.12,785.25,1071.53,859.63,955.11,897.32,735.47,1214.9,1049.79,1085.05,1173.39,1129.06,714.01,1018.14,630.6,886.06,775.76,625.55,1047.55,1450.31
219555_s_at,7.36,3.07,7.97,6.59,4.36,1.31,6.12,11.35,5.27,1.19,6,0.69,6.91,4.51,10,9.49,7,2.04,10.52,4.4
219556_at,1237.83,1286.96,1578.04,997.99,1220.19,1376.55,1261.71,1683.9,1239.54,1586.76,1355.2,1440.65,1531.69,1921.7,1326.48,1501.73,1422.56,1539.63,1043.92,1928.73
219557_s_at,0.01,14.2,0.01,13.72,6.29,2.61,4.2,6.82,14.84,0.03,0.78,5.03,5.28,1.91,4.91,10.81,10.61,10.25,10.3,3.97
219558_at,3.81,0,1.38,3.23,0.01,0,7.06,0.01,4.32,3.86,0,3.9,2.17,5.01,0.01,30.64,2.08,1.86,1.5,2.03
219559_at,1.67,12.86,45.47,8.71,111.49,99.65,37.67,0.01,5.19,78.58,11.06,1.31,0.01,0,3.7,5.61,10.15,11.17,26.78,18.51
219560_at,7.53,5.18,4.43,7.75,8.19,1.68,0.67,2.21,2.69,6.68,3.7,6.34,4.57,2.52,0.06,5.09,1.56,3.95,0.02,0.85
219561_at,6.35,37.06,35.4,54.18,84.96,1.15,3.19,25.67,15.12,77.37,236.68,0,360.14,0,14.72,84.56,12.27,59.73,5.63,2.21
219562_at,235.46,100.75,238.62,121.93,278.58,202.76,80.17,68.49,171.56,141.72,220.3,122.43,289.02,81.14,66.29,125.2,191.09,248.2,306.95,127.45
219563_at,2.27,0.42,0.31,2.79,9.82,3.92,1.31,6,1.29,0.35,0.01,5.62,8.94,0.48,0.02,0.01,5.06,0.32,2.11,3.18
219564_at,0,0,1.43,0.77,0,2.41,0.02,0.35,3.81,12.93,0.19,0.01,0,0.19,3.11,0.17,0.3,0,0.82,0
219565_at,0,0.08,1.58,5.13,7.07,1.69,1.64,4.59,0.88,0.28,1.8,8.89,8.54,0,0.05,0.15,0,0.54,0.01,0.36
219566_at,0.01,1.71,0,7.37,7.03,0,0.22,3.46,2.44,0,8.09,0,4.94,0,0,0.01,0.81,1.01,0,2.85
219567_s_at,0.01,0.88,0,5.07,1.48,0.19,9.9,5.08,2.44,4.21,2.55,0,0.01,4.28,0.7,0,4.46,1.54,0,0
219568_x_at,252.58,72.34,137.78,109.75,28.13,4.73,40.14,16.34,351.94,41.64,144.38,10.16,151.82,94.23,87.61,207.56,604.38,62.27,66.38,37.93
219569_s_at,12.48,4.16,3.79,2.96,10.86,0,6.49,3.29,0.01,11.55,3.87,6.07,0.36,60.13,1.81,1.61,1.93,2.1,1.45,7.54
219570_at,0,0.42,0,0.93,2.22,2.55,1.4,3.64,2.15,63.28,0,0,1.27,7.57,1.22,0,1.09,1.94,1.74,0.23
219571_s_at,19.67,0.04,224.55,0.04,84.26,0.03,0.06,152.72,0.01,10.36,191.95,0.04,28.91,0.02,32.55,253.96,75.22,0.04,0.04,128.52
219572_at,36.85,13.58,15.51,25.3,6.61,3.82,5.62,11.71,44.4,0,4.45,4.75,8.79,14.51,17.17,6.41,22.3,3.8,10.37,7.47
219573_at,4.51,1.47,5.31,5.74,3.9,1.5,0.01,3.22,5.41,0,6.46,0.85,6.41,1.35,3.17,0.42,2.19,21.4,4.89,0
219574_at,438.27,414.76,207.45,264.5,256.56,280.68,275.98,289.65,487.11,303.94,490.15,280.27,197.9,220.91,237.76,248.44,472.49,136.42,277.75,288.48
219575_s_at,178.85,144.7,0.04,194.58,81.25,20.47,84.9,34.77,233.05,149.09,177.64,0.35,17.67,208.42,139.85,418.59,296.04,0.22,102.15,344.58
219576_at,0.68,0.48,0,0,0,1.03,0,0,3.07,0,2.13,0,3.79,2.23,3.72,0.93,0,13.26,0.02,0.01
219577_s_at,4.33,2.7,6.52,0.01,6.08,4.43,0.97,2.33,2.47,0.26,6.35,4.32,8.74,4.73,4.69,2.24,0.01,0.01,0.23,0
219578_s_at,3.21,3.21,1.18,8.13,3.08,13.31,0.21,0.59,2.26,0,0.11,1.79,2.05,1.11,4.5,1.55,1.78,0.05,5.41,3.43
219579_at,493.2,134.06,237.56,154.52,325.72,122.94,102.54,212.38,638.93,214.58,760.43,466.02,247.49,390.78,498.62,489.45,248.45,267.43,240.07,10.29
219580_s_at,43.53,130.41,166.31,41.61,205.63,189.59,211.69,1094.34,38.57,148.2,16.81,3.94,379.93,61.3,25.14,108.77,30.03,85.19,163.11,4.28
219581_at,4.53,7.07,6.01,1.62,0.01,8.22,7.18,0,0,3.1,2.18,8.25,0,0,5.86,8.07,8.48,4.83,4.53,9.07
219582_at,11.82,5.38,5.44,6.43,12.41,3.22,8.43,6.67,8.61,4.37,5.04,9.98,7.23,3.91,13.47,0,5.2,15.32,1.85,14.93
219583_s_at,0.02,0,10.78,14.06,27.96,0.63,0.01,12.95,0,0,49.06,0,0,14.87,0,2.47,0,0,22.78,11.35
219584_at,0.01,5.57,3.15,2.85,1.23,1.51,6.41,0.8,5.3,2.17,26.82,2.46,9.33,0.01,0,0.01,9.41,3.03,4.98,12.64
219585_at,0.09,2.3,3.26,0.15,0.01,0,0.08,1.65,7.46,0.01,0,4.4,0,4.05,2.08,3.81,0.1,5.06,0.6,2.74
219586_at,1.82,1.98,2.45,0.22,2.59,0.83,3.12,2.76,6.74,7.19,3.33,2.99,6.59,2.39,9.92,11.67,15.19,2.44,3.21,3.19
219587_at,2.2,0,0,3.82,0,0.85,10.03,0.01,0,0,0,0,0,0.01,0,1.83,2.62,0,0,0
219588_s_at,67.23,8.27,6.85,6.41,107.53,108.85,3.94,1.43,18.71,2.74,8.67,2.14,157.31,4.47,31.96,3.45,17.53,86.22,7.61,49.95
219589_s_at,11.69,4.04,0.01,1.89,3.92,0.81,5.33,2.05,3.38,0.01,3.01,6.94,4.95,4.94,6.31,1.2,4.57,6.22,3.94,4.2
219590_x_at,3.68,25.36,23.45,8.03,4.03,6.38,13.37,1.95,11.83,3.1,3.81,2.51,20.15,14.83,16.63,6.73,18.4,29.75,50.45,29.31
219591_at,259.36,283.81,207.37,289.63,374.41,311.77,505.85,427.32,539.88,326.98,417.99,282.23,691.54,477.65,581.13,595.9,586.67,411.84,421.51,307.07
219592_at,517.8,555.03,408.46,658.35,0.28,353.7,89.56,46.65,310.93,97.48,240.8,399.68,291.12,430.78,234.61,534.8,365.96,380.6,357.06,21.07
219593_at,287.37,370.62,81.29,644.88,833.8,9.24,27.85,424.46,234.02,49.63,402.5,419.42,770.77,109.34,529.29,685.38,959.63,249.04,56.73,5.72
219594_at,2.84,0.01,0.01,0,8.83,2.18,0.01,2.12,2.41,0,6.93,0.34,0,0.01,4.11,3.55,5.15,0.26,0,0
219595_at,0.83,0.01,143.5,23.37,52.32,61.47,0.02,27.14,73.93,4.67,37.07,14.84,3.53,0,50.65,154.21,93.26,131.15,183.44,11.07
219596_at,3.48,0,0,0.07,2.53,4.19,18.7,0.32,0.01,5.07,0,3.35,1.73,0.94,1.26,1.86,7.55,1.59,0.02,0
219597_s_at,0.02,2.15,1.07,1.07,0.05,1.77,38.33,4.24,6.52,6,3.45,0.38,1.39,3.35,2.78,5.4,5.34,1.08,4.75,2.26
219598_s_at,5.2,6.86,3.38,3.97,2.89,0,7.05,3.5,0.01,0,2.32,3.52,9.47,1.48,2.19,2.66,4.45,2.87,0.01,4.12
219599_at,207.61,266.36,376.03,117.87,227.22,159.99,308.59,348.76,223.51,200.08,333.1,186.96,155.99,11.53,70.99,290.32,201.5,186.58,283.32,68.85
219600_s_at,3.7,2.58,7.78,2.92,1.49,0.55,2.62,0.01,0.73,3.75,0.02,8.1,2.86,3.55,3.61,0.01,6.36,0.16,0.28,0.01
219601_s_at,130.4,161.84,259.71,203.11,21.2,130.12,204.55,103.58,273.18,184.29,284.44,196.84,195.45,264.53,676.9,387.83,402.15,519.19,374.25,311.15
219602_s_at,3.09,5.14,4.83,1.65,4.6,0.17,0,1.35,0,0,7.06,3.42,3.43,0.89,0.21,0.01,4.16,0,1.22,4.84
219603_s_at,677.3,753.17,885.51,530.34,1083.24,449.94,782.92,750.13,472.38,931.4,682.66,586.24,756.88,942.14,679.17,739.65,724.72,789.96,1130.16,991.73
219604_s_at,5.44,7.57,0.01,0.01,0.01,4.58,9.68,6.29,0,4.94,4.9,1.74,5.17,0.73,6.94,4.17,5.46,2.3,0.27,5.85
219605_at,0.01,3.5,3.44,4.45,4.93,3.63,1.71,14.96,4.35,25.57,2.4,4.65,1.21,0.01,0.08,0.01,3.28,2.71,3.06,1.26
219606_at,0.41,0,0.54,0,4.62,2.84,0.92,4.01,4.76,2.11,0.01,4.49,2.35,1.33,0,1.08,0,0,1.74,0.75
219607_s_at,6.25,0.04,6.14,8.23,3.88,2.36,0.01,4.85,11.62,0.03,3.49,0,2.92,4.46,0.93,0.01,0.58,3.39,2.04,0.01
219608_s_at,6.84,6.72,4.28,14.81,8.74,5.78,5.51,9.15,11.14,3.6,6.31,32.27,4.36,10.99,12.6,20.81,12.94,18.86,6.37,38.45
219609_at,0.01,0.08,0,0.51,2.67,6.5,0,0,3.07,0,0,0,1.29,0.97,5.13,0.01,5.27,0,11.33,3.46
219610_at,2.36,6.04,1.25,3.32,0,5.62,0.01,2.11,3.58,5.57,4.6,0.01,3.99,10.45,1.47,2.83,12.21,6.62,7.06,0
219611_s_at,112.91,0.45,4.33,98.43,14.71,8.74,3.58,6.97,22.3,7.26,0.01,29.16,33.96,49.57,16.54,13.26,12.12,85.66,24.5,12.72
